"site_No.","date","avg_temp","low_temp","low_temp_hhmm","high_temp","high_temp_hhmm","precipitation","max_wind_speed","avg_wind_speed","degree_of_max_wind_speed","site","PM","Na_ion","NH4_ion","K_ion","Mg_ion","Ca_ion","F_ion","Cl_ion","NO2_ion","Br_ion","NO3_ion","SO4_ion","Pb","Cd","Cr","Cu","Mn","Fe","Ni","As","Be","Al","Ca_M","Mg_M","OC","EC","TC","ion_sum","metal_sum"
545,2015-09-07,20.2,12.9,606,27.9,1453,0,5.5,0.5,147.4,"Ansan",32.6,0.361,0.133,0.099,0.061,0.746,0,0.504,0,0.075,1.34,0.914,0.00846,0.00015,0.00432,0.02322,0.03098,0.69143,0.00676,0.00062,0,0.384,0.90713,0.11724,4.94,1.23,6.17,4.233,2.17431
545,2015-09-08,19.5,11.5,626,28.2,1412,0,5.5,0.4,86.4,"Ansan",24.4,0.241,0.179,0.085,0.037,0.538,0,0.418,0,0.076,0.876,0.929,0.01119,0.00024,0.00823,0.03163,0.02859,0.78213,0.00782,0.00052,0,0.45994,0.69969,0.11285,4.94,1.12,6.06,3.379,2.14283
545,2015-09-09,20.8,9.9,620,29.1,1447,0,6.6,0.8,26.9,"Ansan",21.8,0.553,0.151,0.115,0.067,0.625,0,0.487,0,0.075,1.452,1.173,0.01528,0.00024,0.0068,0.02262,0.03819,0.79444,0.00648,0.00077,0,0.42333,0.64847,0.14842,4.13,1.11,5.24,4.698,2.10504
545,2015-09-10,20,12.3,630,26.1,1348,0,7.4,0.8,281.9,"Ansan",44.5,1.175,0.254,0.243,0.205,1.862,0,0.966,0,0.085,3.611,3.452,0.04339,0.00118,0.01205,0.15291,0.07207,1.22129,0.00718,0.00328,0,0.79342,2.15465,0.38603,5.79,1.48,7.27,11.853,4.84745
545,2015-09-11,19.9,16,2114,25.4,1022,6.5,6,0.7,288.3,"Ansan",83.8,0.729,0.7,0.741,0.329,5.882,0,2.717,0,0.108,9.142,8.144,0.08448,0.00291,0.01399,0.08561,0.2019,2.21721,0.0096,0.00552,0,1.37753,6.08892,0.61437,5.96,1.77,7.73,28.492,10.70204
545,2015-10-05,14.8,6.9,629,23.7,1317,0,6.3,0.6,267.7,"Ansan",45.5,0.306,0.1,0.248,1.045,0.156,0,0.369,0,0.069,1.553,2.245,0.0682,0.0015,0.0218,0.0764,0.0533,1.2057,0.0215,0.0024,0,0.7123,1.2109,1.2371,6.89,2.48,9.37,6.091,4.6111
545,2015-10-06,15.1,6.9,647,24.8,1310,0,7,0.6,272.8,"Ansan",69.4,0.397,1.377,0.29,1.08,0.127,0,0.46,0,0.086,4.71,3.68,0.0614,0.0024,0.0372,0.1058,0.0574,1.2364,0.0177,0.0023,0,0.4415,0.8987,0.8806,11.55,2.16,13.71,12.207,3.7414
545,2015-10-07,16.7,9.1,547,25,1331,0,4.4,0.4,273.4,"Ansan",89.4,0.53,5.598,0.448,1.605,0.166,0,3.054,0,0.126,15.342,6.207,0.0684,0.0022,0.0145,0.1434,0.0933,1.6112,0.0151,0.0035,0,0.7265,1.171,1.172,16.23,1.61,17.84,33.076,5.0211
545,2015-10-08,17.7,10.8,511,24.1,1304,0,7.6,1.1,271.8,"Ansan",84.5,0.587,3.979,0.43,1.955,0.189,0,3.578,0,0.139,7.355,7.234,0.0747,0.0066,0.0143,0.1527,0.0589,1.2926,0.0095,0.0054,0,0.8445,1.5883,1.6049,16.28,1.74,18.02,25.446,5.6524
545,2015-10-09,14.8,8.6,2143,19.3,1028,0,10.5,2.2,275.8,"Ansan",44,0.519,0.382,0.185,1.166,0.144,0,0.776,0,0.061,1.704,2.782,0.0343,0.0018,0.003,0.2067,0.0364,1.1349,0.0031,0.0033,0,1.0762,1.4956,1.5225,4.23,1.2,5.42,7.719,5.5178
545,2015-11-09,11.8,10.2,438,14,1358,3,5.5,1.1,277.6,"Ansan",29.4,0.113,1.583,0.273,0.322,0.053,0,0.153,0,0.06,2.489,3.529,0.0179,0.0018,0.0056,0.052,0.0493,0.7024,0.0041,0.002,0,0.1517,0.2981,0.0588,5.64,1.22,6.86,8.575,1.3437
545,2015-11-10,8.9,4.1,2336,13.9,1405,0,5.9,1.2,260.8,"Ansan",91.6,0.228,7.806,1.319,0.577,0.084,0,4.21,0,0.133,11.841,8.504,0.0561,0.0023,0.0111,0.0945,0.0586,1.0557,0.0077,0.0102,0,0.3231,0.53,0.1149,17.32,2.24,19.55,34.702,2.2642
545,2015-11-11,8.8,3.5,609,16.3,1434,0,3.5,0.6,280.9,"Ansan",131.2,0.366,10.844,1.031,1.021,0.104,0,6.196,0,0.164,24.581,8.054,0.0543,0.002,0.0197,0.0964,0.1176,1.9083,0.0197,0.0062,0,0.6153,0.9279,0.1715,26.01,2.24,28.24,52.361,3.9389
545,2015-11-12,12.4,4.7,359,19.4,1447,0,6.5,1.4,120.5,"Ansan",60.2,0.363,1.614,0.184,0.475,0.092,0,0.663,0,0.057,4.233,2.179,0.0154,6e-04,0.0094,0.0386,0.0509,0.9111,0.0142,0.0014,0,0.4563,0.6206,0.139,15.13,1.9,17.03,9.86,2.2575
545,2015-11-13,11.8,10.6,129,13.7,606,18,7.5,1.7,87.8,"Ansan",41.8,0.372,2.988,0.137,0.307,0.063,0,2.065,0,0.065,6.927,1.323,0.007,4e-04,0.0294,0.0287,0.1072,0.4777,0.0301,7e-04,0,0.1437,0.2718,0.0663,7.07,0.93,7.99,14.247,1.163
545,2015-12-08,0.4,-4.4,708,8,1348,0,4.5,0.8,295.6,"Ansan",142.8,0.62,8.318,0.6,0.101,1.221,0,6.902,0,0.166,18.19,5.652,0.0884,0.0036,0.0243,0.1959,0.1054,1.9815,0.0175,0.0141,0,0.9159,0.9217,0.227,32.44,1.68,34.12,41.77,4.4953
545,2015-12-09,3.4,-4.4,256,12.8,1454,0,4.9,0.8,145.4,"Ansan",126.7,0.797,8.935,0.405,0.099,0.933,0,3.968,0,0.112,27.34,5.054,0.0448,0.0021,0.0148,0.0636,0.0653,1.4189,0.0119,0.0079,0,0.7027,0.9398,0.2019,33.23,1.67,34.9,47.643,3.4737
545,2015-12-10,8.1,4.2,105,10.4,1438,0.5,6.3,1.2,285.9,"Ansan",86.9,0.457,7.154,0.311,0.06,0.53,0,2.852,0,0.104,19.096,4.618,0.0338,0.0024,0.011,0.0406,0.0514,1.2397,0.0149,0.0049,0,0.2817,0.4704,0.1091,21.88,6.72,28.61,35.182,2.2599
545,2015-12-11,6.6,1.8,2355,13.3,1339,0,6.9,1.4,338.2,"Ansan",53.5,0.975,5.01,0.254,0.105,0.653,0,1.991,0,0.086,10.162,7.235,0.0325,9e-04,0.0117,0.0369,0.0517,1.5496,0.0059,0.0175,0,0.4613,0.5943,0.2011,5.73,3.57,9.3,26.471,2.9634
545,2015-12-12,4.4,-2.8,738,10.6,1355,0,7,1,92.8,"Ansan",51.8,1.512,2.374,0.219,0.163,0.603,0,2.042,0,0.067,5.297,4.633,0.0186,8e-04,0.0065,0.0284,0.0253,0.8005,0.0036,0.0018,0,0.4112,0.5996,0.2591,6.13,1.68,7.81,16.91,2.1554
545,2016-01-11,-3.2,-8.3,738,1.5,1413,0,8.5,1.2,277.5,"Ansan",51.1,0.377,2.988,0.418,0.158,0.967,0,1.925,0,0.07,7.62,3.638,0.042,0.0021,0.0111,0.0278,0.0702,1.2624,0.0046,0.0158,0,0.7936,0.8657,0.2813,4.98,5.21,10.19,18.161,3.3766
545,2016-01-12,-4.2,-11.3,725,0.5,1334,0,7.8,1.7,264.4,"Ansan",57.3,0.36,3.013,0.321,0.113,0.952,0,3.77,0,0.104,4.918,2.823,0.0621,0.0057,0.0086,0.0368,0.0455,1.1333,0.0053,0.0075,0,0.8841,0.876,0.2453,4.88,4.57,9.45,16.374,3.3102
545,2016-01-13,-3.3,-8.5,347,1.7,1312,2,9,1.5,297.4,"Ansan",70.7,0.66,3.761,0.323,0.223,0.862,0,2.892,0,0.081,8.435,5.094,0.044,0.002,0.0102,0.0955,0.0549,1.335,0.0074,0.0048,0,1.1701,0.9932,0.4424,6.78,1.37,8.15,22.331,4.1595
545,2016-01-14,-4.6,-13.4,740,1.8,1453,0,4.4,0.7,46.7,"Ansan",76.9,0.755,3.862,0.335,0.271,0.912,0,2.843,0,0.078,10.664,4.361,0.0485,0.0015,0.0109,0.0326,0.0745,1.4503,0.0075,0.0052,0,1.1144,1.0225,0.5284,9,2.93,11.92,24.081,4.2963
545,2016-01-15,-1.9,-7,759,4.5,1451,0,4.1,0.6,152.5,"Ansan",94.6,0.55,7.952,0.358,0.108,0.694,0,3.15,0,0.109,20.367,6.859,0.054,0.0016,0.01,0.0526,0.0643,1.0914,0.0257,0.005,0,0.6168,0.742,0.2451,15.18,0.91,16.08,40.147,2.9085
545,2016-02-08,1.4,-8,548,7.6,1430,0,15.6,3.2,265.8,"Ansan",101,1.369,6.693,1.805,0.411,1.316,0,4.97,0,0.207,13.015,9.204,0.0663,0.0014,0.0115,0.0418,0.0376,1.3057,0.0073,0.005,0,1.625,1.6223,0.7293,4.63,9.72,14.35,38.99,5.4532
545,2016-02-09,-0.1,-6.3,755,6.4,1328,0,10.6,2.4,300.4,"Ansan",48.7,0.571,3.359,1.751,0.346,0.594,0,3.997,0,0.176,4.8,5.286,0.0448,8e-04,0.0048,0.0321,0.0211,0.6408,0.0022,0.0104,0,1.0076,0.7137,0.5288,4.82,0.81,5.64,20.88,3.0071
545,2016-02-10,0.1,-8.9,548,10.4,1451,0,5.3,0.8,57.8,"Ansan",67.3,0.474,3.386,0.802,0.185,0.808,0,1.367,0,0.139,9.023,3.77,0.026,0.001,0.006,0.0194,0.0325,0.6997,0.0097,0.005,0,0.6253,0.8879,0.2779,7.43,3.77,11.2,19.954,2.5904
545,2016-02-11,7.4,-4.1,55,15.1,1517,1,7.1,2.1,98.7,"Ansan",62.7,0.582,6.864,0.905,0.222,0.601,0,6.54,0,0.225,10.909,4.802,0.0835,0.0023,0.0063,0.0477,0.0247,0.6948,0.0042,0.0098,0,0.6441,0.5685,0.2756,8.65,1.37,10.02,31.65,2.3615
545,2016-02-12,8.9,6.2,22,10.7,1803,15.5,7.2,1.9,95.3,"Ansan",62.6,0.228,5.113,0.57,0.114,0.354,0,1.752,0,0.237,9.865,4.987,0.0229,0.001,0.0075,0.0142,0.0236,0.3813,0.021,0.0038,0,0.2614,0.2632,0.1212,11.05,1.46,12.51,23.22,1.1211
545,2016-03-07,6.4,0.7,418,11.8,1320,0,5.4,1.1,255.9,"Ansan",141.7,0.985,7.676,0.402,0.334,2.853,0,15.06,0,0.468,7.467,5.804,0.1384,0.0222,0.0315,0.0848,0.1299,3.5593,0.0184,0.0051,1e-04,3.2456,3.4083,1.4748,8.55,5.09,13.63,41.049,12.1184
545,2016-03-08,2.8,-0.4,2353,5.8,318,0,10,2.2,282.3,"Ansan",77,0.527,2.564,0.24,0.207,1.219,0,1.799,0,0.136,4.827,4.45,0.0565,0.0018,0.0105,0.0348,0.0745,2.1949,0.0071,0.0158,0,2.0293,1.8995,0.8048,4.93,3.2,8.13,15.969,7.1295
545,2016-03-09,1.4,-1.1,644,6.2,1359,0,10.7,2.5,282,"Ansan",55.5,0.451,1.787,0.218,0.147,0.976,0,1.199,0,0.125,3.717,2.986,0.0313,9e-04,0.0074,0.0549,0.0605,1.4331,0.0045,0.0092,0,1.2165,1.6615,0.429,3.94,2.8,6.75,11.606,4.9088
545,2016-03-10,0.7,-2.4,502,4.4,1428,0,17.5,2.6,287,"Ansan",48.6,0.43,1.924,0.246,0.157,0.838,0,1.397,0,0.125,3.653,2.963,0.0393,0.0012,0.007,0.0775,0.0511,1.3956,0.0053,0.0059,0,1.0008,1.3458,0.3846,4.61,1.46,6.06,11.733,4.3141
545,2016-03-11,-0.3,-5.8,645,4.2,1330,0,10.1,2.3,260.1,"Ansan",53,0.49,3.871,0.269,0.225,0.765,0,3.793,0,0.162,5.292,3.924,0.0696,0.0017,0.0091,0.046,0.0453,1.1781,0.007,0.0059,0,0.8653,0.9248,0.4598,6.02,1.6,7.62,18.791,3.6126
545,2016-04-04,10.2,1.7,622,19,1229,0,8.7,1.8,268.7,"Ansan",43.7,0.258,2.524,0.156,0.088,0.52,0,3.423,0,0.09,4.235,1.952,0.0762,0.0014,0.0181,0.052,0.0481,1.1408,0.0127,0.014,0,0.8754,0.8801,0.2906,5.51,1.79,7.29,13.246,3.4094
545,2016-04-05,9,0.5,537,18.2,1415,0,9.1,1.8,266.3,"Ansan",58.5,0.336,2.643,0.145,0.105,0.609,0,2.249,0,0.053,5.937,2.944,0.0422,0.0016,0.0167,0.0811,0.0465,1.3858,0.0158,0.0041,0,1.3289,1.0862,0.4552,5.1,1.07,6.17,15.021,4.4641
545,2016-04-06,13.1,1.9,609,23.5,1542,5,6.1,1.2,263.1,"Ansan",102.3,0.258,6.24,0.303,0.114,0.867,0,2.037,0,0.072,18.827,6.156,0.0467,0.0019,0.015,0.0621,0.0567,1.6234,0.0183,0.005,0,1.2806,1.4877,0.4436,7.77,5.62,13.39,34.874,5.041
545,2016-04-07,12.4,7.7,2304,18.9,1218,6.5,11.8,2.5,287.8,"Ansan",73.8,0.3,6.277,0.182,0.08,0.491,0,4.684,0,0.104,15.274,4.456,0.0414,0.0015,0.0163,0.0497,0.0549,1.0286,0.0115,0.0063,0,0.5895,0.8061,0.2365,7.29,1.39,8.68,31.848,2.8423
545,2016-04-08,9.8,6.1,602,19.3,1306,0,10.1,2.1,282.2,"Ansan",75.9,0.159,7.023,0.172,0.067,0.489,0,2.003,0,0.099,11.412,12.829,0.064,0.0014,0.0124,0.0851,0.0514,1.2143,0.0111,0.0062,0,0.9472,0.8393,0.3029,4.04,0.67,4.71,34.253,3.5353
545,2016-05-09,18.5,12.5,404,23.5,1213,0,7.8,1.5,269.9,"Ansan",82.8,0.316,5.114,0.318,0.228,1.061,0,0.877,0,0.168,14.184,6.038,0.1298,0.0024,0.0144,0.1218,0.0704,1.8726,0.0123,0.0083,0,1.7061,1.2102,0.5012,9.59,1.74,11.33,28.304,5.6495
545,2016-05-10,14.5,12.7,0,18.6,3,13,8.5,1.4,74.3,"Ansan",41,0.135,3.049,0.197,0.109,0.632,0,1.045,0,0.132,7.538,2.873,0.0315,0.0014,0.0061,0.0235,0.0321,0.8555,0.0034,0.0117,0,0.7985,0.5429,0.1795,4.86,1.26,6.12,15.71,2.4861
545,2016-05-11,14.8,8.9,603,20.8,1308,0,8.5,1.9,288.1,"Ansan",36.3,0.186,1.655,0.14,0.131,0.59,0,1.438,0,0.156,2.792,2.834,0.0489,8e-04,0.013,0.0671,0.0361,0.9297,0.0068,0.0068,0,0.7406,0.5695,0.213,5.05,1.1,6.14,9.922,2.6323
545,2016-05-12,16.5,9.2,442,23.4,1441,0,10,2.4,215.4,"Ansan",57.3,0.285,3.366,0.181,0.131,0.666,0,1.802,0,0.169,7.012,4.133,0.0372,0.0011,0.0138,0.1952,0.0522,1.0248,0.0086,0.0036,0,0.6354,0.6175,0.1873,8.29,0.93,9.22,17.745,2.7767
545,2016-05-13,16.5,11.9,2339,23.7,1516,0,9.7,2,257.7,"Ansan",60.4,0.58,3.88,0.254,0.164,0.798,0,3.479,0,0.254,4.17,7.059,0.084,0.0015,0.0163,0.1928,0.0504,1.1435,0.0191,0.0067,0,0.8528,0.7416,0.2608,8.23,1.47,9.7,20.638,3.3695
545,2016-06-06,21.1,16.1,515,25.7,1137,0,7,1.3,126.5,"Ansan",25.8,0.297,1.38,0.108,0.131,0.572,0,0.217,0,0.144,1.578,4.077,0.0157,8e-04,0,0.0099,0,0.4831,0.0017,0.0027,0,0.5119,0.348,0.123,3.98,0.59,4.57,8.504,1.4968
545,2016-06-07,20.5,16,2344,26,1351,0,8.2,1.8,303.1,"Ansan",48.6,0.38,5.578,0.22,0.134,0.67,0,1.566,0,0.184,8.608,9.855,0.0634,0.0125,4e-04,0.1442,0.0189,0.6893,0.0081,0.0054,0,0.4918,0.4721,0.1658,4.71,0.87,5.58,27.195,2.0719
545,2016-06-08,20.1,16.1,2,24.8,1400,0,7,2.1,286.7,"Ansan",43.8,0.44,6.422,0.156,0.132,0.537,0,2.909,0,0.213,4.392,12.876,0.1668,0.012,0.0028,0.1802,0.0125,0.5125,0.0095,0.004,0,0.2348,0.3153,0.1075,2.92,0.69,3.62,28.077,1.5579
545,2016-06-09,21.1,16.9,329,27.5,1325,0,7.3,1.8,256.2,"Ansan",90.7,0.482,11.335,0.274,0.158,1.163,0,5.678,0,0.357,13.591,18.505,0.2767,0.012,0.0284,0.2889,0.0607,1.242,0.0253,0.0116,0,0.695,0.7706,0.2114,9.07,1.85,10.92,51.543,3.6226
545,2016-06-10,21.9,15.5,456,28.3,1349,0,8.3,1.7,281.2,"Ansan",68.9,0.293,8.533,0.237,0.162,0.847,0,0.954,0,0.225,13.029,15.322,0.091,0.0038,0.0023,0.0656,0.0305,1.2875,0.0111,0.0077,0,0.6343,0.7162,0.2141,6,0.9,6.9,39.602,3.0641
545,2016-07-11,25.3,20.7,253,32.3,1324,4.5,7.4,1.3,261.3,"Ansan",53.7,0.305,4.542,0.196,0.106,0.535,0,0.524,0,0.141,3.433,11.569,0.1029,0.0077,0.0097,0.0834,0.0428,0.9518,0.0105,0.0046,0,0.398,0.4486,0.1268,7.52,1.53,9.05,21.351,2.1868
545,2016-07-12,24.3,20.3,55,29.2,1218,2.5,7.7,1.5,282.1,"Ansan",50.6,0.256,5.302,0.177,0.105,0.436,0,1.024,0,0.144,4.5,12.494,0.141,0.0061,0.0095,0.0652,0.032,0.7147,0.0078,0.0031,0,0.1871,0.2388,0.0863,7.84,0.7,8.53,24.438,1.4916
545,2016-07-13,24.1,20.5,419,28.1,1323,0,7.7,1.9,286.4,"Ansan",39.6,0.319,2.752,0.114,0.079,0.484,0,1.427,0,0.111,2.895,6.899,0.0713,0.0061,0.0125,0.1104,0.039,0.7142,0.0105,0.0033,0,0.2353,0.2929,0.0842,5.37,0.74,6.11,15.08,1.5797
545,2016-07-14,25.1,22.4,2333,29,1137,0,8.4,2,286.8,"Ansan",40.3,0.271,2.18,0.181,0.105,0.602,0,0.401,0,0.083,2.068,6.605,0.0671,0.0096,0.01,0.135,0.0425,0.7493,0.0068,0.0062,0,0.3998,0.518,0.1366,5.97,0.9,6.87,12.496,2.0809
545,2016-07-15,24.7,21,557,27.7,1100,1.5,6.3,1.4,99.6,"Ansan",36.9,0.189,0.589,0.089,0.038,0.431,0,0.28,0,0.012,1.493,1.309,0.0069,3e-04,0.0076,0.0248,0.0144,0.448,0.0079,7e-04,0,0.2827,0.3607,0.0716,12.67,1.18,13.85,4.43,1.2256
545,2016-08-08,27.5,22.7,538,33.5,1258,0,8.5,1.6,282.3,"Ansan",46.8,0.323,3.223,0.206,0.098,0.78,0,0.286,0,0.103,1.186,10.395,0.1554,0.0017,0.0134,0.1287,0.047,0.9047,0.0105,0.0078,0,0.535,0.6153,0.1494,8.07,1.03,9.09,16.6,2.5689
545,2016-08-09,28.1,23.9,432,33.7,1525,1.6,6,1.4,286.5,"Ansan",63.5,0.284,6.625,0.175,0.104,0.562,0,1.087,0,0.152,8.556,11.642,0.0734,0.0013,0.008,0.0689,0.0344,0.727,0.0085,0.0073,0,0.5332,0.4339,0.1204,8.7,1.34,10.04,29.187,2.0163
545,2016-08-10,27.4,23.1,440,32.5,1343,0,5.5,1.4,246.5,"Ansan",44.2,0.221,4.685,0.153,0.078,0.511,0,0.198,0,0.111,1.002,13.345,0.0535,0.0011,0.0094,0.054,0.0364,0.7001,0.0105,0.0051,0,0.3211,0.3584,0.1016,6.57,0.68,7.25,20.304,1.6512
545,2016-08-11,28.1,23.1,524,33.6,1440,0,7,1.6,272,"Ansan",41.1,0.391,2.339,0.197,0.119,0.8,0,0.344,0,0.082,1.27,8.529,0.0954,0.0015,0.0136,0.1395,0.0567,1.1305,0.0105,0.0037,0,0.5156,0.6842,0.1815,4.42,0.93,5.35,14.071,2.8327
545,2016-08-12,28,23.8,247,33,1410,0,7.2,1.6,287.1,"Ansan",43.7,0.602,4.46,0.147,0.123,0.485,0,0.425,0,0.1,1.685,13.774,0.098,0.0011,0.0093,0.1104,0.0317,0.6147,0.0103,0.0033,0,0.3081,0.3656,0.1511,3.39,0.72,4.11,21.801,1.7036
545,2016-09-05,24.3,19.5,2356,29.3,1155,0,7.5,1.3,280.8,"Ansan",42,0.361,2.507,0.26,0.072,0.532,0,1.507,0,0.105,2.181,5.107,0.0992,0.0138,0.0187,0.0768,0.0495,0.7879,0.0096,0.0045,0,0.3356,0.4126,0.1035,4.22,3.78,8.01,12.632,1.9117
545,2016-09-06,22.7,17.7,600,28,1311,0,6.3,1.1,267.7,"Ansan",71.5,0.439,10.856,0.383,0.096,0.738,0,2.442,0,0.159,10.133,20.023,0.0623,0.0039,0.015,0.0959,0.051,1.0963,0.0137,0.0076,0,0.5281,0.5773,0.1641,4.73,2.19,6.92,45.269,2.6152
545,2016-09-07,22.6,18.2,333,27.6,1246,0,5.8,1.2,290,"Ansan",72.7,0.41,11.922,0.414,0.071,0.683,0,1.196,0,0.182,9.87,25.219,0.075,0.004,0.0093,0.0715,0.0386,0.7594,0.013,0.0059,0,0.384,0.4473,0.1432,5.35,1.38,6.74,49.967,1.9512
545,2016-09-08,21.8,19.2,300,26.8,1612,3,6.6,0.8,93.9,"Ansan",66.8,0.441,9.081,0.347,0.096,0.696,0,0.756,0,0.159,10.045,17.494,0.0563,0.0013,0.0245,0.0477,0.0624,1.0271,0.0141,0.0057,0,0.4559,0.4948,0.1731,4.6,2.31,6.9,39.115,2.3629
545,2016-09-09,22.8,19,2350,28.5,1340,0,7.4,1.5,280.1,"Ansan",70.7,0.433,9.271,0.329,0.082,0.646,0,1.053,0,0.157,12.134,15.479,0.0696,0.0019,0.0082,0.0955,0.0422,0.8093,0.0108,0.0068,0,0.3778,0.4279,0.1452,5.88,2.56,8.43,39.584,1.9952
545,2016-10-10,11.6,5.1,544,20,1433,0,4.9,0.8,331,"Ansan",58.7,0.202,1.94,0.179,0.038,0.712,0,1.224,0,0.034,5.078,1.714,0.0407,0.0029,0.0326,0.0739,0.0808,1.2904,0.0129,0.0031,0,0.8064,0.8142,0.1867,8.34,3.64,11.98,11.121,3.3446
545,2016-10-11,13.4,7.5,138,20.5,1334,0,6.1,1,290.1,"Ansan",83.5,0.344,4.758,0.323,0.038,0.753,0,3.278,0,0.07,8.957,4.039,0.0649,0.0095,0.0327,0.1262,0.0794,1.3745,0.0141,0.0042,0,0.5598,0.7386,0.173,20.81,1.5,22.32,22.56,3.1769
545,2016-10-12,13.3,8.1,2356,19.8,1440,0,6.6,1.2,281.9,"Ansan",65.3,0.368,4.231,0.469,0.117,1.2,0,0.818,0.033,0.043,10.607,5.95,0.0702,0.0042,0.0226,0.1386,0.0759,1.4837,0.0089,0.0142,0,1.0191,1.398,0.3197,6.84,3.96,10.8,23.836,4.5551
545,2016-10-13,12.2,6.1,606,20.9,1425,0,5.3,0.8,262.1,"Ansan",65.5,0.245,2.272,0.333,0.073,1.091,0,1.337,0.061,0.03,5.85,2.888,0.0612,0.0248,0.0307,0.0837,0.0954,1.6654,0.0143,0.0053,0,1.0848,1.2201,0.2543,8.94,4.35,13.3,14.18,4.54
545,2016-10-14,14.2,7.1,631,23.3,1429,0,4.1,0.8,299.8,"Ansan",132.5,0.463,8.465,0.501,0.099,1.202,0,3.061,0.017,0.11,19.824,8.305,0.0894,0.0308,0.0306,0.1786,0.1051,1.8631,0.0175,0.0067,0,0.9028,1.17,0.2847,33.93,2.77,36.7,42.047,4.6793
545,2016-11-07,13.6,9.3,2357,18.8,1448,2,7.8,2.1,306,"Ansan",49.1,0.616,4.967,0.518,0.156,0.379,0,2.198,0,0,7.76,6.981,0.0202,8e-04,0.009,0.0542,0.0281,0.5438,0.0042,0.0022,0,0.3074,0.2948,0.1623,8.59,0.54,9.13,23.575,1.427
