"site_No.","date","avg_temp","low_temp","low_temp_hhmm","high_temp","high_temp_hhmm","precipitation","max_wind_speed","avg_wind_speed","degree_of_max_wind_speed","site","PM","Na_ion","NH4_ion","K_ion","Mg_ion","Ca_ion","F_ion","Cl_ion","NO2_ion","Br_ion","NO3_ion","SO4_ion","Pb","Cd","Cr","Cu","Mn","Fe","Ni","As","Be","Al","Ca_M","Mg_M","OC","EC","TC","ion_sum","metal_sum"
532,2017-05-08,16.6,8.5,416,24.5,1314,0,5.7,1,160.3,"Uijeongbu",128.3,0.759,3.128,0.52,0.592,3.265,0.132,0.374,0,0,12.628,8.373,0.0364,0.0014,0.0119,0.0286,0.1145,4.4713,0.0114,0.0038,1e-04,5.7142,4.5858,2.4147,9.06,0.94,10,29.771,17.3941
532,2017-05-09,15.1,13.1,2349,20.4,1424,2,5.6,0.7,104.1,"Uijeongbu",124.1,0.591,5.064,0.534,0.491,2.699,0.101,1.174,0,0,16.514,7.189,0.0348,0.003,0.0097,0.0456,0.0929,3.4727,0.0137,0.0029,1e-04,4.6123,3.3177,1.8486,11.42,1.01,12.43,34.357,13.454
532,2017-05-10,15.5,11.8,2250,21.4,1545,0.5,7.5,1.2,320.6,"Uijeongbu",50.9,0.204,3.335,0.352,0.228,0.734,0.05,0.119,0,0,6.045,5.818,0.0253,0.001,0.0026,0.0159,0.027,0.9131,0.0047,0.0158,0,1.2116,0.6346,0.4976,6.3,0.45,6.75,16.885,3.3492
532,2017-05-11,17.7,10.4,433,24.7,1705,0,5.7,0.9,163.1,"Uijeongbu",80.1,0.373,7.982,0.427,0.281,0.98,0.069,0.131,0,0,19.629,9.603,0.0256,0.0012,0.0054,0.0298,0.0432,1.3413,0.0066,0.005,0,1.5666,1.1156,0.5755,7.87,0.72,8.6,39.475,4.7158
532,2017-05-12,17.6,13.7,2359,21.3,1240,0,7.1,1.1,185.6,"Uijeongbu",86.7,0.499,11.17,0.548,0.263,0.848,0.07,0.539,0,0,25,13.901,0.0356,0.0014,0.0057,0.0335,0.0381,0.9662,0.01,0.006,0,0.8675,0.7161,0.3582,10.54,0.72,11.26,52.838,3.0383
532,2017-06-12,20.3,12.7,532,27.3,1426,0,6.2,0.6,323.4,"Uijeongbu",22.6,0.306,1.065,0.201,0.159,0.235,0,0.069,0,0,2.098,2.332,0.0112,4e-04,4e-04,0.0086,0.0131,0.4473,0.0013,0.007,0,0.5183,0.4956,0.156,3.63,0.48,4.11,6.465,1.6592
532,2017-06-13,19.7,15.6,506,26.3,1442,0,9.1,0.8,331.9,"Uijeongbu",30.1,0.714,1.937,0.253,0.203,0.441,0,0.199,0,0,2.724,5.199,0.0089,6e-04,0.0012,0.01,0.0146,0.4462,0.0036,0.003,0,0.4799,0.5434,0.1886,3.88,0.64,4.52,11.67,1.7
532,2017-06-14,20.1,13.7,511,27.4,1423,0,6.8,1.2,300.9,"Uijeongbu",34.5,0.632,2.922,0.294,0.232,0.391,0,0.097,0,0,3.524,7.187,0.0144,5e-04,0.001,0.0204,0.0176,0.5246,0.0049,0.0042,0,0.4561,0.552,0.2243,4.11,0.56,4.67,15.279,1.82
532,2017-06-15,22.2,14.1,508,30.2,1505,0,7.4,1.2,317.8,"Uijeongbu",44.6,0.971,3.825,0.363,0.272,0.639,0.062,0.115,0,0,6.058,8.675,0.0211,6e-04,0.0018,0.0241,0.0231,0.7518,0.0075,0.0065,0,0.5663,0.663,0.2687,5.46,0.36,5.82,20.98,2.3345
532,2017-06-16,23.5,16.5,457,31.7,1544,0,7,1.4,160.3,"Uijeongbu",61.2,0.729,6.139,0.493,0.254,0.981,0.071,0.061,0,0,6.976,13.759,0.0263,9e-04,0.0022,0.0285,0.0295,0.9562,0.0065,0.0062,0,0.6328,0.7849,0.2633,7.57,0.71,8.29,29.463,2.7373
532,2017-07-10,23.7,21.8,2143,25.7,1027,141.5,11.8,0.5,140.6,"Uijeongbu",11.4,0.08,0.461,0.06,0.017,0.117,0,0.023,0,0,0.262,1.309,0.0038,4e-04,5e-04,0.0057,0.0044,0.1237,1e-04,5e-04,0,0.096,0.0912,0.0292,2.32,0.34,2.66,2.329,0.3555
532,2017-07-11,25.7,21.5,142,31,1426,0,4.7,0.1,185.6,"Uijeongbu",44.2,0.239,5.649,0.183,0.057,0.335,0,0.129,0,0,5.933,11.083,0.0173,6e-04,0.0012,0.0138,0.0146,0.4518,0.0023,0.0022,0,0.2791,0.3587,0.1046,4.22,0.47,4.69,23.608,1.2462
532,2017-07-12,26.6,22.5,2356,31.2,1422,0,6.6,0.5,351.6,"Uijeongbu",42.4,0.128,5.908,0.176,0.039,0.311,0,0.035,0.148,0,1.303,15.32,0.0194,7e-04,0.0028,0.011,0.0164,0.4608,0.0029,0.0023,0,0.2898,0.3384,0.084,3.93,0.54,4.47,23.368,1.2285
532,2017-07-13,26,20.9,426,32,1547,0,4.9,0.2,337.5,"Uijeongbu",48.3,0.118,5.689,0.217,0.051,0.39,0,0.042,0.105,0,2.889,13.65,0.0199,8e-04,0.0033,0.0185,0.0206,0.6051,0.0019,0.003,0,0.484,0.4271,0.1032,7.01,0.46,7.48,23.151,1.6874
532,2017-07-14,27.7,23.6,14,32.8,1337,0,8.6,1,278.4,"Uijeongbu",44.5,0.358,4.327,0.191,0.092,0.42,0,0.035,0,0,1.336,11.785,0.0189,9e-04,0.0041,0.0251,0.0231,0.7104,0.0035,0.003,0,0.4372,0.5318,0.1433,7.7,0.42,8.12,18.544,1.9013
532,2017-08-14,23.3,21.1,312,26.9,1054,2.5,6.5,1.1,95.6,"Uijeongbu",9.8,0.17,0.057,0.082,0.038,0.133,0,0.031,0,0,0.296,0.599,0.0016,1e-04,0.0027,0.0062,0.004,0.1716,0,1e-04,0,0.1396,0.1831,0.0478,2.17,0.46,2.63,1.406,0.5568
532,2017-08-15,21.4,20.4,2221,23.7,212,99.5,3.9,0.5,75.9,"Uijeongbu",4.7,0.041,0.025,0.048,0,0.068,0,0.013,0,0,0.099,0.225,7e-04,1e-04,0.0023,0.0049,0.0028,0.082,0,2e-04,0,0.0477,0.1518,0.0331,1.86,0.42,2.28,0.519,0.3256
532,2017-08-16,22.3,19.9,523,26,1350,15,5.6,0.5,120.9,"Uijeongbu",8.4,0.072,0.031,0.132,0.012,0.107,0.006,0.072,0.012,0,0.168,0.23,0.0012,1e-04,9e-04,0.0058,0.0033,0.1274,0,7e-04,0,0.0782,0.1003,0.0179,2.49,0.4,2.89,0.842,0.3358
532,2017-08-17,23.6,19.9,413,28.8,1509,4,5,0.6,140.6,"Uijeongbu",11.9,0.032,0.193,0.068,0.016,0.102,0,0,0,0,0.251,0.685,0.0023,1e-04,0.02,0.0107,0.0163,0.2619,0.0097,8e-04,0,0.0954,1.426,0.2223,3.86,0.2,4.06,1.347,2.0655
532,2017-08-18,24.4,21,2328,29,1513,1.5,4.2,0,180,"Uijeongbu",25,0.048,1.706,0.126,0.019,0.157,0,0.018,0,0,1.493,3.707,0.0082,4e-04,0.001,0.0214,0.0082,0.2779,5e-04,0.001,0,0.141,0.1808,0.0403,6.88,0.34,7.22,7.274,0.6807
532,2017-09-11,19.8,16.5,2332,25.3,1625,27,4.5,0.8,28.1,"Uijeongbu",19.9,0.065,1.722,0.181,0.029,0.164,0,0.008,0,0,0.322,4.411,0.0129,6e-04,0.0012,0.0122,0.0093,0.2915,8e-04,0.0029,0,0.1224,0.1573,0.0407,4.71,0.51,5.23,6.902,0.6518
532,2017-09-12,19.7,14.6,618,27.6,1218,0,6.6,1.1,317.8,"Uijeongbu",23.4,0.093,0.885,0.173,0.049,0.249,0,0.017,0,0,0.254,2.628,0.0149,8e-04,0.0019,0.0123,0.0148,0.5582,0.0013,0.0028,0,0.3938,0.4287,0.1265,6.06,0,6.06,4.348,1.556
532,2017-09-13,18.5,11.2,627,26.4,1545,0,5.7,0.9,317.8,"Uijeongbu",24.4,0.11,0.479,0.225,0.066,0.464,0.006,0.066,0,0,0.595,1.52,0.0191,0.0013,0.0148,0.0189,0.0154,0.7464,0.0049,0.0026,0,0.5235,0.5924,0.1383,5.14,0.86,6.01,3.531,2.0776
532,2017-09-14,18.9,11.3,613,27.4,1537,0,4.7,0.7,312.2,"Uijeongbu",30.2,0.084,0.522,0.275,0.047,0.411,0.008,0.056,0,0,0.54,1.699,0.028,0.0014,0.0021,0.0311,0.0198,0.809,0.0019,0.0052,0,0.6651,0.6942,0.1497,6.59,1.49,8.09,3.642,2.4075
532,2017-09-15,19.7,12.3,519,26.6,1511,0,9.1,1.5,208.1,"Uijeongbu",16.7,0.221,0.441,0.135,0.055,0.194,0,0.106,0,0,0.352,1.327,0.0169,8e-04,8e-04,0.0105,0.0076,0.3354,5e-04,0.007,0,0.2192,0.2831,0.0828,4.02,0.35,4.37,2.831,0.9646
532,2017-10-16,13.7,10.1,2339,20.5,1454,0,5.5,0.7,317.8,"Uijeongbu",38.3,0.282,1.746,0.418,0.084,0.602,0.01,0.435,0.067,0,2.511,3.953,0.0311,0.0014,0.001,0.0437,0.021,0.7038,0.0013,0.016,0,0.7008,0.624,0.1631,7.72,1.02,8.74,10.108,2.3072
532,2017-10-17,12.3,4.9,642,21.4,1503,0,4.8,0.5,185.6,"Uijeongbu",41.5,0.259,2.067,0.444,0.09,0.759,0.008,0.239,0.063,0,3.372,4.843,0.0308,0.0013,1e-04,0.0313,0.0196,0.7374,0.0013,0.0159,0,0.7009,0.7687,0.1623,7.92,1.06,8.98,12.144,2.4696
532,2017-10-18,14,9.2,17,17.7,1150,0,4.8,0.7,112.5,"Uijeongbu",36.8,0.35,1.519,0.37,0.087,0.82,0.007,0.249,0.028,0,2.652,4.327,0.0196,0.001,7e-04,0.0213,0.017,0.589,0.0011,0.0072,0,0.5588,0.8474,0.1403,7.3,0.57,7.87,10.409,2.2034
532,2017-10-19,13.7,7.8,723,22,1410,0,4.5,0.5,53.4,"Uijeongbu",23.5,0.182,0.861,0.282,0.045,0.357,0,0.104,0.014,0,0.986,2.519,0.0137,8e-04,0,0.0165,0.012,0.4677,0.0014,0.0046,0,0.3267,0.4227,0.0903,5.72,0.49,6.21,5.35,1.3564
532,2017-10-20,13.4,6.8,628,22.3,1448,0,3.7,0.5,286.9,"Uijeongbu",37.2,0.299,1.227,0.485,0.069,0.524,0.007,0.319,0.021,0,2.211,3.09,0.0241,0.0028,6e-04,0.0297,0.0193,0.6346,0.0013,0.0051,0,0.4965,0.5247,0.1222,9.48,0.65,10.13,8.252,1.8609
532,2017-11-13,6.4,-1.6,159,11.6,2117,2.5,8.9,1.2,177.2,"Uijeongbu",56.6,0.253,4.927,0.448,0.102,0.575,0.015,0.766,0,0.009,13.641,3.725,0.0284,0.0012,0.0045,0.036,0.0271,0.9271,0.0033,0.0043,0,0.6689,0.8197,0.1954,9.51,0.66,10.17,24.461,2.7159
532,2017-11-14,5.4,-1.6,2335,10.9,1244,0,9.9,1.5,348.8,"Uijeongbu",53.6,0.734,2.282,0.417,0.21,0.971,0.033,1.087,0,0,6.541,3.22,0.0365,0.0012,0.0048,0.0215,0.0385,1.4315,0.0033,0.0042,0,1.3515,1.5089,0.5583,6.82,0.98,7.8,15.495,4.9602
532,2017-11-15,0.8,-3.4,722,6.1,1437,0,11.9,1.9,340.3,"Uijeongbu",32.9,0.301,1.496,0.306,0.148,0.484,0.023,1.005,0,0.013,2.59,2.035,0.0233,0.0011,0.0025,0.0207,0.0203,0.6804,0.0034,0.0031,0,0.6273,0.7201,0.2761,5.38,0.72,6.1,8.401,2.3783
532,2017-11-16,-1.4,-7.4,730,5.7,1420,0,4.4,0.7,323.4,"Uijeongbu",38.8,0.145,1.969,0.384,0.084,0.44,0.028,0.784,0,0,3.998,2.136,0.0288,0.0013,0.0029,0.0258,0.0243,0.8707,0.002,0.0034,0,0.6965,0.7313,0.1997,7.97,0.84,8.81,9.968,2.5867
532,2017-11-17,0.5,-6.1,349,5.2,1532,0,7.1,0.8,340.3,"Uijeongbu",61.2,0.208,4.052,0.54,0.069,0.762,0.029,2.823,0,0.018,8.337,2.68,0.0362,0.0021,0.0048,0.0377,0.0323,0.9777,0.0038,0.005,0,0.7566,0.9357,0.1826,12.01,0.87,12.88,19.518,2.9745
532,2017-12-11,-8.8,-14,2353,-3.7,1,0,10.3,2.5,329.1,"Uijeongbu",44.5,0.361,0.854,0.239,0.125,0.831,0.029,0.711,0.015,0,1.105,1.765,0.0137,4e-04,0.0046,0.0038,0.037,1.5524,0.0021,0.0029,0,1.6016,1.339,0.4918,4.55,0.47,5.03,6.035,5.0493
532,2017-12-12,-11.5,-16.9,740,-6.2,1512,0,5.1,0.9,303.8,"Uijeongbu",39.7,0.256,2.692,0.353,0.063,0.445,0.043,1.051,0.02,0,4.016,3.461,0.0297,9e-04,0.0026,0.0106,0.0173,0.7208,0.0017,0.0048,0,0.7292,0.5175,0.1565,8.49,0.64,9.13,12.4,2.1916
532,2017-12-13,-11.1,-17,732,-5.6,1453,0,5.9,0.8,329.1,"Uijeongbu",49.8,0.333,3.477,0.432,0.06,0.454,0.051,2.272,0.055,0.031,4.925,3.581,0.0398,0.0013,0.0044,0.0191,0.0218,0.905,0.0034,0.0062,0,0.8077,0.6011,0.1734,10.71,0.68,11.39,15.671,2.5832
532,2017-12-14,-9.5,-16.1,552,-3.5,1417,0,3.4,0.4,326.3,"Uijeongbu",84.9,0.56,7.159,0.665,0.085,0.774,0.083,5.585,0.027,0.039,11.07,5.564,0.0838,0.0026,0.0187,0.0371,0.0401,0.9482,0.0119,0.0078,0,0.8815,2.4162,0.3843,18.67,0.8,19.47,31.611,4.8322
532,2017-12-15,-6.4,-12.5,424,-1.3,1931,0,3.5,0.5,292.5,"Uijeongbu",128,0.765,11.116,0.956,0.096,0.938,0.102,8.981,0.064,0.058,18.978,7.392,0.0716,0.0036,0.0094,0.0756,0.0425,1.1753,0.0055,0.0084,0,0.8804,1.1015,0.1737,29.19,0.89,30.08,49.446,3.5475
