site_No.	date	avg_temp	low_temp	low_temp_hhmm	high_temp	high_temp_hhmm	precipitation	max_wind_speed	avg_wind_speed	degree_of_max_wind_speed	year	month	site	PM	Li_ppm	_ppm	NH4_ppm	K_ppm	Mg_ppm	Ca_ppm	F_ppm	Cl_ppm	NO2_ppm	Br_ppm	NO3_ppm	PO4_ppm	SO4_ppm	Li	NA	NH4	K	Mg	Ca	F	Cl	NO2	Br	NO3	PO4	SO4	Li_eq	_eq	NH4_eq	K_eq	Mg_eq	Ca_eq	F_eq	Cl_eq	NO2_eq	Br_eq	NO3_eq	PO4_eq	SO4_eq	Pb	Cd	Cr	Cu	Mn	Fe	Ni	As	Be	Al	Ca_M	Mg_M	OC	EC	TC
119	2016-06-07	21.9	17.6	2356	27.9	1355	NA	6.7	1.9	270	2016	6	Uiwang	35.9	0	0.205	4.209	0.146	0.105	0.437	0	0.175	0	0.127	6.673	0	7.326	0	0.244	5	0.174	0.125	0.519	0	0.208	0	0.151	7.926	0	8.702	0	0.036	0.933	0.015	0.035	0.09	0	0.02	0	0.007	0.43	0	0.611	0.0107	0.0004	0	0.0081	0	0.3954	0.0001	0.0025	0	0.3109	0.3245	0.0926	5.49	0.89	6.38
119	2016-06-08	21.2	17.3	329	27.1	1459	NA	6.8	2	290	2016	6	Uiwang	36.5	0	0.213	3.174	0.092	0.104	0.302	0	0.121	0	0.128	1.541	0	8.543	0	0.254	3.782	0.109	0.124	0.359	0	0.145	0	0.153	1.836	0	10.179	0	0.037	0.704	0.009	0.034	0.063	0	0.014	0	0.007	0.099	0	0.712	0.0145	0.0005	0	0.0131	0.0065	0.5214	0.0038	0.0029	0	0.3694	0.4065	0.1193	3.55	0.57	4.12
119	2016-06-09	22.6	17.2	515	29.8	1512	NA	6	1.6	270	2016	6	Uiwang	38.6	0	0.193	5.36	0.144	0.116	0.49	0	0.136	0	0.144	6.312	0	11.257	0	0.229	6.363	0.171	0.137	0.582	0	0.161	0	0.171	7.493	0	13.364	0	0.034	1.189	0.015	0.038	0.101	0	0.016	0	0.007	0.407	0	0.938	0.0311	0.0014	0	0.0114	0.0059	0.643	0.0029	0.0068	0	0.6431	0.4921	0.1849	7.47	0.96	8.43
119	2016-06-10	23.4	18.4	542	30.3	1419	NA	7.8	1.8	270	2016	6	Uiwang	55.6	0	0.159	5.084	0.178	0.122	0.509	0	0.163	0	0.139	5.49	0	10.983	0	0.189	6.05	0.212	0.145	0.606	0	0.194	0	0.166	6.534	0	13.07	0	0.028	1.127	0.018	0.04	0.105	0	0.019	0	0.007	0.354	0	0.915	0.0324	0.0016	0	0.0257	0.0141	0.881	0.0036	0.0081	0	0.6396	0.676	0.2059	7.28	1.23	8.51
119	2016-07-11	28	23	308	34.2	1432	0.2	5.4	1.4	250	2016	7	Uiwang	45.8	0	0.244	6.807	0.3	0.149	0.761	0	0.093	0	0.146	3.968	0	17.663	0	0.163	4.535	0.2	0.099	0.507	0	0.062	0	0.097	2.644	0	11.768	0	0.043	1.509	0.031	0.049	0.152	0	0.013	0	0.008	0.258	0	1.473	0.0344	0.0017	0.0019	0.0198	0.023	0.6123	0.0021	0.0048	0	0.3754	0.3681	0.1112	4.05	5.67	9.72
119	2016-07-12	25.5	21.3	208	30.4	1244	5.5	6.6	1.6	250	2016	7	Uiwang	34.9	0	0.186	5.299	0.203	0.123	0.388	0	0.104	0	0.12	1.083	0	14.979	0	0.124	3.537	0.135	0.082	0.259	0	0.069	0	0.08	0.723	0	9.997	0	0.033	1.175	0.021	0.04	0.077	0	0.014	0	0.007	0.072	0	1.25	0.02	0.0011	0.0031	0.0158	0.0163	0.4298	0.0027	0.002	0	0.2349	0.2557	0.0787	6.07	0.9	6.97
119	2016-07-13	25.4	22.2	456	29.3	1348	NA	7.6	1.8	270	2016	7	Uiwang	27.1	0	0.28	2.566	0.187	0.107	0.79	0	0.158	0	0.103	1.501	0	8.735	0	0.187	1.716	0.125	0.072	0.528	0	0.105	0	0.069	1.004	0	5.84	0	0.049	0.569	0.019	0.035	0.158	0	0.02	0	0.006	0.099	0	0.73	0.0208	0.0007	0.004	0.0137	0.0132	0.4203	0.0034	0.0036	0	0.2997	0.3503	0.087	5.49	1.6	7.09
119	2016-07-14	26.5	23.4	445	31.4	1229	0.2	5.8	1.6	250	2016	7	Uiwang	22.4	0	0.259	3.615	0.213	0.148	0.744	0	0.101	0	0.109	1.633	0	11.03	0	0.172	2.403	0.141	0.098	0.495	0	0.067	0	0.072	1.086	0	7.332	0	0.045	0.802	0.022	0.049	0.148	0	0.014	0	0.006	0.107	0	0.921	0.0109	0.0005	0.0024	0.0108	0.009	0.3228	0.0021	0.0018	0	0.2013	0.2629	0.0659	5.81	0.82	6.63
119	2016-07-15	26.1	23	2346	28.7	1544	1.6	8.2	2.8	110	2016	7	Uiwang	18.4	0	0.369	2.931	0.605	0.225	1.67	0	0.196	0.167	0.071	3.367	0.315	8.258	0	0.049	0.39	0.081	0.03	0.223	0	0.026	0.022	0.009	0.449	0.042	1.1	0	0.066	0.65	0.062	0.074	0.333	0	0.033	0.015	0.008	0.227	0.04	0.7	0.0022	0.0001	0.0013	0.0079	0.0047	0.2244	0.0007	0.0003	0	0.1347	0.2163	0.0468	5.33	0.62	5.95
119	2016-08-08	29.3	24.5	533	35	1434	NA	6.9	1.4	270	2016	8	Uiwang	33.1	0	0.175	3.791	0.232	0.119	0.724	0	0.066	0	0.095	0.66	0	11.877	0	0.14	3.041	0.186	0.096	0.581	0	0.053	0	0.076	0.529	0	9.528	0	0.031	0.841	0.024	0.039	0.145	0	0.008	0	0.005	0.043	0	0.99	0.0196	0.0009	0.0012	0.0137	0.0133	0.4086	0.0017	0.0057	0	0.3634	0.3338	0.1014	8.09	0.24	8.33
119	2016-08-09	29.6	26.4	247	34.3	1412	NA	6	1.8	110	2016	8	Uiwang	27.9	0	0.156	3.718	0.138	0.098	0.434	0	0.065	0	0.102	1.92	0	9.525	0	0.125	2.979	0.11	0.078	0.348	0	0.052	0	0.082	1.538	0	7.633	0	0.027	0.825	0.014	0.032	0.087	0	0.008	0	0.005	0.124	0	0.794	0.0128	0.0005	0.0067	0.0125	0.014	0.3608	0.0027	0.0041	0	0.2761	0.3696	0.0762	7.42	0.61	8.04
119	2016-08-10	29	25.3	448	34.1	1321	NA	6.3	1.7	250	2016	8	Uiwang	33.7	0	0.189	6.415	0.172	0.109	0.526	0	0.067	0	0.145	0.812	0	18.454	0	0.152	5.15	0.138	0.088	0.422	0	0.054	0	0.117	0.652	0	14.816	0	0.033	1.422	0.018	0.036	0.105	0	0.008	0	0.007	0.053	0	1.537	0.0192	0.0007	0.0045	0.0163	0.0206	0.4745	0.0027	0.0051	0	0.3286	0.3542	0.0924	8.43	0.21	8.64
119	2016-08-11	29.6	24.7	408	35.5	1504	NA	6.3	1.6	250	2016	8	Uiwang	27.2	0	0.246	2.813	0.15	0.123	0.583	0	0.068	0	0.09	0.639	0	9.349	0	0.198	2.257	0.12	0.098	0.468	0	0.054	0	0.073	0.513	0	7.501	0	0.043	0.624	0.015	0.04	0.116	0	0.008	0	0.005	0.042	0	0.779	0.0176	0.001	0.0007	0.0095	0.0148	0.3757	0.0021	0.0035	0	0.3045	0.2985	0.1216	6.57	0.26	6.83
119	2016-08-12	28.9	25	429	35	1421	NA	6.5	1.7	270	2016	8	Uiwang	33.1	0	0.456	5.517	0.139	0.136	0.498	0	0.06	0	0.108	0.751	0	17.229	0	0.367	4.432	0.112	0.109	0.4	0	0.048	0	0.087	0.604	0	13.84	0	0.08	1.224	0.014	0.045	0.099	0	0.007	0	0.006	0.049	0	1.435	0.0184	0.0008	0.002	0.0084	0.0118	0.3563	0.0033	0.004	0	0.2405	0.2835	0.097	6.35	0.08	6.43
119	2016-09-05	26.6	22.7	2359	31.5	1209	NA	6.6	1.5	270	2016	9	Uiwang	27.8	0	0.257	2.167	0.189	0.051	0.525	0	0.118	0	0.086	1.36	0	6.195	0	0.207	1.745	0.152	0.041	0.422	0	0.095	0	0.069	1.095	0	4.987	0	0.045	0.481	0.019	0.017	0.105	0	0.014	0	0.004	0.088	0	0.516	0.0165	0.0011	0.0087	0.0176	0.065	0.4227	0.0043	0.0026	0	0.2682	1.8225	0.2403	4.37	4.13	8.5
119	2016-09-06	24.1	20.2	559	29	1307	NA	5.7	1.5	270	2016	9	Uiwang	54.7	0	0.309	7.424	0.398	0.078	0.752	0	0.146	0	0.142	4.512	0	17.709	0	0.249	5.968	0.32	0.063	0.605	0	0.117	0	0.114	3.627	0	14.237	0	0.054	1.646	0.041	0.026	0.15	0	0.017	0	0.007	0.291	0	1.475	0.0455	0.0018	0.005	0.0256	0.0298	0.7929	0.0056	0.0068	0	0.5656	0.5723	0.1427	3.12	4.77	7.89
119	2016-09-07	23.8	20.7	552	28.5	1304	NA	6	1.5	270	2016	9	Uiwang	67.4	0	0.365	15.519	0.535	0.103	0.854	0	0.166	0	0.204	12.78	0	34.299	0	0.293	12.452	0.429	0.083	0.685	0	0.134	0	0.163	10.255	0	27.521	0	0.064	3.441	0.055	0.034	0.17	0	0.019	0	0.01	0.825	0	2.856	0.0495	0.0023	0.0051	0.0196	0.0309	0.6748	0.0086	0.0054	0	0.4411	0.4607	0.1245	7.47	0.74	8.21
119	2016-09-08	22.7	20.7	1300	27.1	1100	29.1	6.4	1.1	340	2016	9	Uiwang	39.7	0	0.274	7.323	0.358	0.067	0.676	0	0.133	0	0.121	5.351	0	16.59	0	0.219	5.847	0.286	0.053	0.54	0	0.106	0	0.097	4.273	0	13.248	0	0.048	1.624	0.037	0.022	0.135	0	0.015	0	0.006	0.345	0	1.382	0.0298	0.0014	0.0028	0.017	0.0194	0.5328	0.0038	0.0043	0	0.3332	0.3522	0.096	3.25	4.82	8.07
119	2016-09-09	23.1	20.1	402	28.2	1336	0	5.6	1.4	270	2016	9	Uiwang	46.2	0	0.297	8.928	0.385	0.081	0.579	0	0.161	0	0.151	9.069	0	17.44	0	0.241	7.238	0.312	0.066	0.469	0	0.131	0	0.122	7.353	0	14.139	0	0.052	1.98	0.039	0.027	0.115	0	0.019	0	0.008	0.585	0	1.452	0.0287	0.0014	0.0036	0.0199	0.0218	0.6146	0.0047	0.0049	0	0.4195	0.5571	0.146	4.12	4.98	9.1
119	2016-10-10	12.9	7	615	21.3	1455	NA	4.1	1	360	2016	10	Uiwang	25.9	0	0.06	0.24	0.13	0.015	1.109	0	0.058	0	0.002	1.382	0	2.13	0	0.063	0.254	0.137	0.016	1.172	0	0.062	0	0.002	1.461	0	2.252	0	0.01	0.053	0.013	0.005	0.221	0	0.015	0.016	0.004	0.099	0	0.189	0.0115	0.0009	0.0036	0.0175	0.0173	0.6415	0.0019	0.0034	0	0.606	0.5696	0.1207	4.04	1.87	5.91
119	2016-10-11	14.7	9.7	254	21.3	1422	NA	4.9	0.7	320	2016	10	Uiwang	46.1	0	0.116	2.462	0.205	0.034	0.531	0	0.183	0	0.018	6.428	0	2.636	0	0.123	2.616	0.218	0.036	0.564	0	0.195	0	0.019	6.83	0	2.801	0	0.02	0.546	0.021	0.011	0.106	0	0.029	0.017	0.005	0.425	0	0.231	0.0324	0.0024	0.0062	0.0287	0.027	0.8037	0.0045	0.0045	0	0.5242	0.7468	0.1538	6.31	3.78	10.09
119	2016-10-12	15.3	11.3	648	20.9	1400	NA	7	1.4	250	2016	10	Uiwang	55	0	0.212	4.368	0.428	0.055	0.854	0	0.15	0.02	0.038	9.568	0	6.629	0	0.225	4.647	0.456	0.058	0.909	0	0.159	0.021	0.04	10.179	0	7.052	0	0.037	0.969	0.044	0.018	0.171	0	0.025	0.02	0.006	0.627	0	0.563	0.0394	0.0021	0.0044	0.0221	0.0241	0.7694	0.0035	0.0118	0	0.7042	0.5899	0.1671	6.64	4.39	11.03
119	2016-10-13	14.2	8.2	633	21.9	1450	NA	5.1	0.8	270	2016	10	Uiwang	40.2	0	0.069	0.887	0.207	0.053	0.686	0	0.081	0	0.007	2.422	0	2.536	0	0.074	0.94	0.219	0.056	0.728	0	0.086	0	0.007	2.567	0	2.688	0	0.012	0.197	0.021	0.017	0.137	0	0.018	0	0.004	0.166	0	0.222	0.0313	0.0021	0.0044	0.0301	0.0225	0.8565	0.0032	0.0089	0	0.723	0.6431	0.1818	4.97	3.7	8.67
119	2016-10-14	15.5	9	549	23.6	1422	NA	3.8	0.6	180	2016	10	Uiwang	78.1	0	0.314	6.235	0.515	0.077	1.171	0	0.225	0	0.05	10.597	0	12.076	0	0.334	6.624	0.547	0.082	1.244	0	0.239	0	0.053	11.257	0	12.828	0	0.055	1.383	0.053	0.025	0.234	0	0.034	0.016	0.006	0.694	0	1.017	0.0482	0.003	0.0064	0.0383	0.0371	1.119	0.0043	0.0072	0	0.697	0.9116	0.2261	10.16	2.7	12.86
119	2016-11-07	13.5	8.9	2354	18.6	1457	2.9	8.3	2.6	140	2016	11	Uiwang	37.6	0	0.459	3.112	0.364	0.114	0.714	0	0.683	0	0	5.498	0	5.75	0	0.488	3.308	0.387	0.121	0.759	0	0.726	0	0	5.844	0	6.112	0	0.08	0.69	0.037	0.038	0.143	0	0.081	0	0	0.364	0	0.485	0.0155	0.0005	0.0021	0.0139	0.0149	0.4673	0.0021	0.0022	0	0.3631	0.8594	0.1813	6.48	1.16	7.64
119	2016-11-08	5.3	0.4	2358	9.2	1349	0.3	9.2	3.2	320	2016	11	Uiwang	70.7	0	0.122	4.759	0.728	0.085	0.647	0	0.298	0.027	0	8.156	0	7.62	0	0.128	4.98	0.762	0.089	0.677	0	0.312	0.028	0	8.536	0	7.975	0	0.021	1.055	0.074	0.028	0.129	0	0.038	0.012	0	0.535	0	0.64	0.0251	0.0008	0.0043	0.0195	0.0219	0.6917	0.0022	0.0057	0	0.6288	0.8757	0.1755	15.5	0.97	16.48
119	2016-11-09	2.8	-2.3	702	9.5	1458	NA	5.8	1.6	340	2016	11	Uiwang	31.7	0	0.068	2.186	0.493	0.066	1.126	0	0.305	0.014	0	4.849	0	4.223	0	0.07	2.267	0.511	0.068	1.168	0	0.317	0.014	0	5.029	0	4.379	0	0.012	0.485	0.05	0.022	0.225	0	0.039	0.01	0	0.322	0	0.357	0.0202	0.0009	0.0124	0.0312	0.0248	0.8519	0.0029	0.0042	0	0.6955	1.3386	0.1587	9.05	2.32	11.37
119	2016-11-10	6.8	1.1	103	11.5	1418	0.3	6.8	1.6	140	2016	11	Uiwang	45.3	0	0.164	2.39	0.401	0.065	0.937	0	0.606	0	0	6.965	0	2.984	0	0.171	2.487	0.417	0.068	0.975	0	0.63	0	0	7.248	0	3.105	0	0.029	0.53	0.041	0.022	0.187	0	0.072	0.008	0	0.459	0.022	0.254	0.0205	0.0008	0.0045	0.035	0.0219	0.8354	0.0017	0.0043	0	0.526	1.1536	0.1551	8.38	2.33	10.71
119	2016-11-11	8.7	4.6	2353	14.8	1435	3.1	9.4	1.8	270	2016	11	Uiwang	54	0	0.586	3.023	0.315	0.177	1.078	0	0.63	0	0	8.093	0	5.202	0	0.623	3.212	0.335	0.188	1.145	0	0.669	0	0	8.599	0	5.527	0	0.102	0.67	0.032	0.058	0.215	0	0.075	0.008	0	0.531	0.023	0.439	0.0301	0.0009	0.0035	0.0299	0.0333	1.2047	0.0022	0.0028	0	0.916	1.4139	0.4549	6.08	1.79	7.88
119	2016-12-12	2.5	-4.5	52	8.8	1453	NA	3.6	0.8	140	2016	12	Uiwang	66	0	0.251	3.433	0.469	0.073	0.93	0	1.274	0	0	10.479	0.035	2.35	0	0.264	3.614	0.494	0.076	0.979	0	1.342	0	0	11.034	0.037	2.474	0	0.044	0.761	0.048	0.024	0.186	0	0.149	0.015	0	0.688	0.024	0.201	0.0155	0.0005	0.0021	0.0139	0.0149	0.4673	0.0021	0.0022	0	0.3631	0.8594	0.1813	12.58	3.78	16.36
119	2016-12-13	2.6	-1.4	439	8.7	1414	NA	6.4	1.5	270	2016	12	Uiwang	77	0	0.266	5.212	0.541	0.092	1.132	0	1.722	0	0	12.486	0.045	5.379	0	0.277	5.418	0.562	0.096	1.177	0	1.79	0	0	12.979	0.047	5.591	0	0.046	1.156	0.055	0.03	0.226	0	0.199	0	0	0.818	0.025	0.453	0.0251	0.0008	0.0043	0.0195	0.0219	0.6917	0.0022	0.0057	0	0.6288	0.8757	0.1755	13.61	1.8	15.41
119	2016-12-14	-0.6	-2.4	646	1.6	1502	0	4.5	1.8	320	2016	12	Uiwang	61.6	0	0.161	3.084	0.469	0.102	1.076	0	1.249	0	0	6.691	0.062	4.054	0	0.165	3.168	0.481	0.105	1.106	0	1.283	0	0	6.873	0.063	4.164	0	0.028	0.684	0.048	0.034	0.215	0	0.146	0.006	0	0.444	0.028	0.343	0.0202	0.0009	0.0124	0.0312	0.0248	0.8519	0.0029	0.0042	0	0.6955	1.3386	0.1587	9.48	2.01	11.49
119	2016-12-15	-3.5	-6.2	2322	0.6	1339	NA	7.3	2.7	270	2016	12	Uiwang	43.6	0	0.188	1.574	0.279	0.078	0.972	0	0.972	0.107	0	2.69	0.034	2.415	0	0.192	1.607	0.285	0.08	0.993	0	0.993	0.109	0	2.747	0.035	2.466	0	0.033	0.349	0.029	0.026	0.194	0	0.115	0.029	0	0.186	0.024	0.206	0.0205	0.0008	0.0045	0.035	0.0219	0.8354	0.0017	0.0043	0	0.526	1.1536	0.1551	5.83	1.89	7.71
119	2016-12-16	-3.6	-8.8	524	1.4	1348	NA	7.7	1.7	250	2016	12	Uiwang	41.4	0	0.189	1.685	0.325	0.056	0.784	0	1.01	0	0	3.286	0.028	2.347	0	0.193	1.72	0.332	0.057	0.8	0	1.031	0	0	3.354	0.029	2.395	0	0.033	0.374	0.033	0.018	0.157	0	0.119	0	0	0.224	0.023	0.2	0.0301	0.0009	0.0035	0.0299	0.0333	1.2047	0.0022	0.0028	0	0.916	1.4139	0.4549	8.5	1.32	9.82
119	2017-01-09	2.4	-2.1	2346	6	1321	0.2	7.3	2.6	270	2017	1	Uiwang	64.9	0	0.4	7.544	0.666	0.158	0.529	0.068	0.916	0.096	0.156	16.289	0	14.001	0	0.381	7.18	0.634	0.151	0.503	0.065	0.872	0.091	0.148	15.502	0	13.325	0	0.017	0.418	0.017	0.013	0.026	0.004	0.026	0.002	0.002	0.263	0	0.292	0.0517	0.0016	0.0095	0.027	0.0343	0.6812	0.0038	0.0219	0	0.4046	0.5282	0.2042	11.52	1.11	12.63
119	2017-01-10	-2	-6	2349	3.1	1426	0	8.4	2.5	290	2017	1	Uiwang	40.2	0	0.549	2.361	0.367	0.119	0.441	0.099	1.824	0.092	0.146	6.158	0	3.923	0	0.519	2.231	0.347	0.112	0.416	0.093	1.723	0.087	0.138	5.818	0	3.706	0	0.024	0.131	0.009	0.01	0.022	0.005	0.051	0.002	0.002	0.099	0	0.082	0.0279	0.0011	0.0078	0.0535	0.027	0.7317	0.003	0.0136	0	0.5126	0.9499	0.2588	6.44	1.41	7.85
119	2017-01-11	-3.2	-8.8	739	2.7	1450	NA	8.3	1.7	290	2017	1	Uiwang	30.7	0	0.407	1.623	0.315	0.08	0.342	0.096	1.561	0.092	0.148	4.37	0	2.478	0	0.383	1.528	0.297	0.076	0.322	0.09	1.47	0.087	0.139	4.115	0	2.333	0	0.018	0.09	0.008	0.007	0.017	0.005	0.044	0.002	0.002	0.07	0	0.052	0.0224	0.0007	0.0079	0.0382	0.023	0.6785	0.0028	0.0045	0	0.3471	0.6704	0.1733	5.76	1.42	7.18
119	2017-01-12	-1	-4.8	2400	3	1227	1.9	9.2	2	290	2017	1	Uiwang	40.9	0	0.758	3.095	0.332	0.091	0.559	0.112	2.679	0.092	0.152	8.356	0	3.879	0	0.719	2.935	0.314	0.086	0.531	0.107	2.541	0.088	0.144	7.924	0	3.679	0	0.033	0.172	0.008	0.007	0.028	0.006	0.076	0.002	0.002	0.135	0	0.081	0.0287	0.001	0.006	0.0437	0.0259	0.6645	0.0039	0.0048	0	0.4449	1.0013	0.2042	6.35	1.58	7.93
119	2017-01-13	-5.1	-7.5	447	0	1357	0.4	10	2.3	270	2017	1	Uiwang	45.7	0	0.711	1.507	0.284	0.139	0.595	0.092	1.914	0.094	0.148	4.76	0	2.592	0	0.667	1.414	0.267	0.13	0.558	0.087	1.795	0.088	0.139	4.465	0	2.431	0	0.031	0.084	0.007	0.011	0.03	0.005	0.054	0.002	0.002	0.077	0	0.054	0.0221	0.0009	0.0051	0.033	0.0321	0.9228	0.0029	0.0047	0	0.8802	1.3002	0.4064	5.05	1.29	6.33
119	2017-02-06	-0.7	-3.2	730	3.3	1540	NA	7.8	3	320	2017	2	Uiwang	42.3	0	0.38	3.769	0.42	0.093	0.529	0.072	1.047	0.093	0.147	8.59	0	5.972	0	0.356	3.538	0.394	0.087	0.497	0.067	0.983	0.088	0.138	8.062	0	5.605	0	0.017	0.209	0.011	0.008	0.026	0.004	0.03	0.002	0.002	0.139	0	0.124	0.0236	0.0009	0.0116	0.0126	0.0295	0.5082	0.0027	0.0054	0	0.3437	0.4586	0.154	7.04	0.84	7.88
119	2017-02-07	-1.5	-5.9	627	3.4	1430	NA	4.9	1.3	270	2017	2	Uiwang	50.8	0	0.374	3.701	0.406	0.068	0.558	0.123	1.861	0.092	0.151	11.295	0	3.372	0	0.353	3.492	0.383	0.065	0.527	0.116	1.756	0.087	0.143	10.657	0	3.181	0	0.016	0.205	0.01	0.006	0.028	0.006	0.052	0.002	0.002	0.182	0	0.07	0.0285	0.0014	0.006	0.0289	0.0297	0.8005	0.0035	0.0073	0	0.5631	0.7445	0.1503	8.96	1.5	10.46
119	2017-02-08	-1.6	-5.7	608	2.5	1325	NA	7.1	1.5	250	2017	2	Uiwang	54.5	0	0.331	3.865	0.451	0.1	0.547	0.128	2.741	0.093	0.155	10.038	0	3.515	0	0.309	3.607	0.421	0.093	0.511	0.119	2.559	0.086	0.144	9.368	0	3.281	0	0.014	0.214	0.012	0.008	0.027	0.007	0.077	0.002	0.002	0.162	0	0.073	0.0467	0.0022	0.0074	0.0426	0.0364	0.8893	0.0052	0.0098	0	0.6883	0.8099	0.1859	11	1.67	12.67
119	2017-02-09	-4.2	-6.1	2342	-0.9	1213	0	10.2	3.2	270	2017	2	Uiwang	43.5	0	0.353	1.999	0.33	0.076	0.514	0.085	0.797	0.092	0.144	4.511	0	3.996	0	0.33	1.865	0.308	0.071	0.479	0.08	0.743	0.086	0.134	4.209	0	3.729	0	0.015	0.111	0.008	0.006	0.026	0.004	0.022	0.002	0.002	0.073	0	0.083	0.0204	0.0005	0.0071	0.0094	0.037	1.012	0.0023	0.0033	0	1.023	0.938	0.3148	5.99	0.76	6.75
119	2017-02-10	-5.5	-8.2	716	-1.9	1314	0	10.5	3.6	270	2017	2	Uiwang	30.9	0	0.213	2.194	0.243	0.061	0.442	0.066	0.497	0.09	0.148	4.032	0	4.55	0	0.199	2.052	0.227	0.057	0.413	0.062	0.465	0.084	0.138	3.77	0	4.255	0	0.009	0.122	0.006	0.005	0.022	0.003	0.014	0.002	0.002	0.065	0	0.095	0.0153	0.0005	0.0028	0.0071	0.0164	0.5067	0.0013	0.0053	0	0.4396	0.5113	0.1555	4.68	0.61	5.28
119	2017-03-06	1.2	-1.8	645	5.6	1302	NA	11.6	3.5	320	2017	3	Suwon	38	0	0.327	4.217	0.414	0.058	0.287	0.056	0.619	0	0	6.934	0	6.221	0	0.305	3.938	0.386	0.054	0.268	0.052	0.578	0	0	6.475	0	5.809	0	0.014	0.234	0.011	0.005	0.014	0.003	0.017	0	0	0.112	0	0.13	0.0236	0.0008	0.0039	0.009	0.0195	0.427	0.0019	0.0055	0	0.3236	0.5054	0.1343	6.76	1.17	7.93
119	2017-03-07	-0.5	-2.9	719	2.8	1326	NA	8.7	3.5	320	2017	3	Suwon	30.5	0	0.335	2.289	0.311	0.089	0.221	0.059	0.7	0	0	3.861	0	3.548	0	0.311	2.124	0.289	0.082	0.205	0.055	0.649	0	0	3.584	0	3.293	0	0.015	0.127	0.008	0.007	0.011	0.003	0.02	0	0	0.062	0	0.074	0.0184	0.0006	0.0025	0.0087	0.0178	0.4688	0.0016	0.0029	0	0.4457	0.5585	0.22	5.05	0.63	5.68
119	2017-03-08	0.7	-5.6	510	6.1	1319	0	10.4	2.8	270	2017	3	Suwon	40.3	0	0.67	2.842	0.373	0.228	0.538	0.074	1.362	0	0	6.48	0	3.819	0	0.623	2.644	0.347	0.212	0.501	0.069	1.266	0	0	6.027	0	3.552	0	0.029	0.158	0.01	0.019	0.027	0.004	0.038	0	0	0.105	0	0.08	0.0274	0.0008	0.0029	0.0139	0.0243	0.7152	0.0023	0.0048	0	0.7032	0.8155	0.3903	4.89	0.93	5.83
119	2017-03-09	3.2	-3.5	455	10.1	1439	NA	10	2.8	270	2017	3	Suwon	48.4	0	0.943	3.46	0.392	0.194	0.577	0.08	1.668	0	0	8.061	0	4.481	0	0.892	3.272	0.371	0.183	0.546	0.076	1.578	0	0	7.624	0	4.239	0	0.041	0.192	0.01	0.016	0.029	0.004	0.047	0	0	0.13	0	0.093	0.0245	0.0009	0.0037	0.0174	0.0315	0.8414	0.0037	0.0058	0	0.8546	0.9703	0.3966	5.2	0.96	6.16
119	2017-03-10	4.2	-2.7	602	12.2	1332	NA	7.1	1.5	270	2017	3	Suwon	45.1	0	0.389	4.077	0.374	0.12	0.337	0.067	2.442	0	0	7.229	0	3.423	0	0.366	3.836	0.352	0.113	0.317	0.063	2.297	0	0	6.801	0	3.22	0	0.017	0.226	0.01	0.01	0.017	0.004	0.069	0	0	0.117	0	0.071	0.0527	0.0013	0.0059	0.0393	0.025	0.6667	0.0045	0.0031	0	0.5673	0.674	0.2902	7.24	0.95	8.19
119	2017-04-10	15.6	10.3	505	22	1625	NA	8.2	2.9	110	2017	4	Suwon	22.4	0	0.273	0.914	0.359	0	0.333	0.051	0.343	0	0	1.973	0	1.888	0	0.272	0.911	0.357	0	0.332	0.051	0.342	0	0	1.967	0	1.882	0	0.012	0.051	0.009	0	0.017	0.003	0.01	0	0	0.032	0	0.039	0.0104	0.0004	0.0031	0.0117	0.0126	0.4077	0.0014	0.0018	0	0.4046	0.5525	0.1155	5.02	0.59	5.61
119	2017-04-11	13.7	9.9	538	19	1255	0	11	3.1	270	2017	4	Suwon	55	0	0.639	2.46	0.431	0.126	0.752	0.057	0.496	0	0	7.282	0	3.616	0	0.64	2.462	0.431	0.126	0.752	0.057	0.496	0	0	7.288	0	3.619	0	0.028	0.136	0.011	0.01	0.038	0.003	0.014	0	0	0.117	0	0.075	0.0352	0.0009	0.0051	0.025	0.0397	1.4314	0.0036	0.0104	0	1.4548	1.4477	0.4605	6.87	1.1	7.97
119	2017-04-12	12	8	2252	16.6	1209	NA	9.8	3.4	320	2017	4	Suwon	52.6	0	0.344	0.468	0.232	0.066	0.65	0.059	0.27	0	0	1.251	0	1.957	0	0.342	0.466	0.231	0.065	0.647	0.059	0.269	0	0	1.246	0	1.948	0	0.015	0.026	0.006	0.005	0.032	0.003	0.008	0	0	0.02	0	0.041	0.0116	0.0005	0.0039	0.0175	0.0441	1.8611	0.0031	0.0051	0	2.1995	1.6614	0.5689	5.2	0.85	6.05
119	2017-04-13	12.3	4.8	500	20.4	1437	NA	8	2.1	250	2017	4	Suwon	69.9	0	1.185	5.311	0.407	0.197	1.073	0.071	0.841	0	0	15.788	0	6.058	0	1.179	5.283	0.405	0.196	1.067	0.07	0.837	0	0	15.704	0	6.026	0	0.052	0.294	0.01	0.016	0.054	0.004	0.024	0	0	0.255	0	0.126	0.0238	0.0011	0.0061	0.0151	0.0454	1.5275	0.0081	0.0038	0	1.49	1.3804	0.5093	6.78	1.03	7.81
