"site_No.","date","avg_temp","low_temp","low_temp_hhmm","high_temp","high_temp_hhmm","precipitation","max_wind_speed","avg_wind_speed","degree_of_max_wind_speed","site","PM","Na_ion","NH4_ion","K_ion","Mg_ion","Ca_ion","F_ion","Cl_ion","NO2_ion","Br_ion","NO3_ion","SO4_ion","Pb","Cd","Cr","Cu","Mn","Fe","Ni","As","Be","Al","Ca_M","Mg_M","OC","EC","TC","ion_sum","metal_sum"
545,2016-07-15,24.7,21,557,27.7,1100,1.5,6.3,1.4,99.6,"Ansan",36.9,0.189,0.589,0.089,0.038,0.431,0,0.28,0,0.012,1.493,1.309,0.0069,3e-04,0.0076,0.0248,0.0144,0.448,0.0079,7e-04,0,0.2827,0.3607,0.0716,12.67,1.18,13.85,4.43,1.2256
545,2016-08-08,27.5,22.7,538,33.5,1258,0,8.5,1.6,282.3,"Ansan",46.8,0.323,3.223,0.206,0.098,0.78,0,0.286,0,0.103,1.186,10.395,0.1554,0.0017,0.0134,0.1287,0.047,0.9047,0.0105,0.0078,0,0.535,0.6153,0.1494,8.07,1.03,9.09,16.6,2.5689
545,2016-08-09,28.1,23.9,432,33.7,1525,1.6,6,1.4,286.5,"Ansan",63.5,0.284,6.625,0.175,0.104,0.562,0,1.087,0,0.152,8.556,11.642,0.0734,0.0013,0.008,0.0689,0.0344,0.727,0.0085,0.0073,0,0.5332,0.4339,0.1204,8.7,1.34,10.04,29.187,2.0163
545,2016-08-10,27.4,23.1,440,32.5,1343,0,5.5,1.4,246.5,"Ansan",44.2,0.221,4.685,0.153,0.078,0.511,0,0.198,0,0.111,1.002,13.345,0.0535,0.0011,0.0094,0.054,0.0364,0.7001,0.0105,0.0051,0,0.3211,0.3584,0.1016,6.57,0.68,7.25,20.304,1.6512
545,2016-08-11,28.1,23.1,524,33.6,1440,0,7,1.6,272,"Ansan",41.1,0.391,2.339,0.197,0.119,0.8,0,0.344,0,0.082,1.27,8.529,0.0954,0.0015,0.0136,0.1395,0.0567,1.1305,0.0105,0.0037,0,0.5156,0.6842,0.1815,4.42,0.93,5.35,14.071,2.8327
545,2016-08-12,28,23.8,247,33,1410,0,7.2,1.6,287.1,"Ansan",43.7,0.602,4.46,0.147,0.123,0.485,0,0.425,0,0.1,1.685,13.774,0.098,0.0011,0.0093,0.1104,0.0317,0.6147,0.0103,0.0033,0,0.3081,0.3656,0.1511,3.39,0.72,4.11,21.801,1.7036
545,2016-09-05,24.3,19.5,2356,29.3,1155,0,7.5,1.3,280.8,"Ansan",42,0.361,2.507,0.26,0.072,0.532,0,1.507,0,0.105,2.181,5.107,0.0992,0.0138,0.0187,0.0768,0.0495,0.7879,0.0096,0.0045,0,0.3356,0.4126,0.1035,4.22,3.78,8.01,12.632,1.9117
545,2016-09-06,22.7,17.7,600,28,1311,0,6.3,1.1,267.7,"Ansan",71.5,0.439,10.856,0.383,0.096,0.738,0,2.442,0,0.159,10.133,20.023,0.0623,0.0039,0.015,0.0959,0.051,1.0963,0.0137,0.0076,0,0.5281,0.5773,0.1641,4.73,2.19,6.92,45.269,2.6152
545,2016-09-07,22.6,18.2,333,27.6,1246,0,5.8,1.2,290,"Ansan",72.7,0.41,11.922,0.414,0.071,0.683,0,1.196,0,0.182,9.87,25.219,0.075,0.004,0.0093,0.0715,0.0386,0.7594,0.013,0.0059,0,0.384,0.4473,0.1432,5.35,1.38,6.74,49.967,1.9512
545,2016-09-08,21.8,19.2,300,26.8,1612,3,6.6,0.8,93.9,"Ansan",66.8,0.441,9.081,0.347,0.096,0.696,0,0.756,0,0.159,10.045,17.494,0.0563,0.0013,0.0245,0.0477,0.0624,1.0271,0.0141,0.0057,0,0.4559,0.4948,0.1731,4.6,2.31,6.9,39.115,2.3629
