Start_Date,Assign_ID,Weight_Result,,Start_Date,Assign_ID,Weight_Result
2018-06-02 7:22,P7163707,138.159,,2018-06-03 9:25,7K09350,159.654
2018-06-02 7:43,P7163708,136.865,,2018-06-04 13:43,7K09801,157.218
2018-06-02 8:06,P7163709,136.019,,2018-06-04 14:06,7K09802,157.693
2018-06-02 8:27,P7163710,137.201,,2018-06-04 14:27,7K09803,157.931
2018-06-02 8:49,P7163711,136.293,,2018-06-04 14:47,7K09804,158.952
2018-06-02 9:11,P7163712,135.687,,2018-06-04 15:08,7K09805,159.691
2018-06-02 9:32,P7163713,137.464,,2018-06-04 15:28,7K09806,160.075
2018-06-02 9:53,P7163714,136.652,,2018-06-04 15:48,7K09807,159.685
2018-06-02 10:14,P7163715,136.474,,2018-06-04 16:08,7K09808,158.815
2018-06-02 10:35,P7163716,136.329,,2018-06-04 16:29,7K09809,157.808
2018-06-02 10:56,P7163717,136.343,,2018-06-04 16:49,7K09810,157.209
2018-06-02 11:17,P7163718,139.449,,2018-06-04 17:10,7K09811,158.465
2018-06-02 11:37,P7163719,137.948,,2018-06-04 17:30,7K09812,166.189
2018-06-02 11:58,P7163720,138.062,,2018-06-04 17:51,7K09813,164.584
2018-06-02 12:19,P7163721,139.004,,2018-06-04 18:12,7K09814,162.874
2018-06-02 12:40,P7163722,138.065,,2018-06-04 18:32,7K09815,159.599
2018-06-02 13:00,P7163723,138.359,,2018-06-04 18:53,7K09816,158.262
2018-06-02 13:21,P7163724,139.203,,2018-06-04 19:13,7K09817,157.082
2018-06-02 13:42,P7163725,138.24,,2018-06-04 19:34,7K09831,157.517
2018-06-02 14:03,P7163726,142.066,,2018-06-04 19:54,7K09832,157.601
2018-06-02 14:23,P7163727,142.002,,2018-06-04 20:14,7K09833,158.074
2018-06-02 14:46,P7163728,140.138,,2018-06-04 20:37,7K09834,158.5
2018-06-02 15:06,P7163729,138.714,,2018-06-04 20:57,7K09835,158.528
2018-06-02 15:27,P7163730,139.22,,2018-06-04 21:18,7K09836,157.705
2018-06-02 15:48,P7163731,139.989,,2018-06-04 21:39,7K09837,158.022
2018-06-02 16:08,P7163732,136.669,,2018-06-04 22:00,7K09838,158.334
