Start_Date,Assign_ID,Weight_Result,,Start_Date,Assign_ID,Weight_Result
2018-07-04 18:50,P7162640,140.426,,2018-06-29 14:23,P7165952,137.968
2018-07-04 19:11,P7162641,137.512,,2018-06-29 14:43,P7165953,137.558
2018-07-04 19:33,P7162642,138.241,,2018-06-29 15:03,P7163774,138.081
2018-07-04 19:55,P7162643,136.532,,2018-06-29 15:24,P7163775,137.72
2018-07-04 20:16,P7162644,137.296,,2018-06-29 15:44,P7163776,142.472
2018-07-04 20:38,P7162645,136.704,,2018-06-29 16:04,P7163777,139.229
2018-07-04 21:00,P7162646,135.571,,2018-06-29 16:24,P7163778,137.808
2018-07-04 21:22,P7162647,133.012,,2018-06-29 16:47,P7163779,137.481
2018-07-04 21:44,P7162648,134.323,,2018-06-29 17:07,P7163780,137.179
2018-07-04 22:06,P7162649,135.334,,2018-06-29 17:28,P7163781,136.637
2018-07-04 22:30,P7162650,131.944,,2018-06-29 17:48,P7165778,136.955
2018-07-05 23:38,P7165901,137.919,,2018-06-29 18:09,P7165779,136.753
2018-07-06 0:00,P7165902,136.908,,2018-06-29 18:29,P7165780,136.831
2018-07-06 0:24,P7165903,135.091,,2018-06-29 18:49,P7165781,135.467
2018-07-06 0:45,P7165904,135.007,,2018-06-29 19:09,P7165782,138.298
2018-07-06 1:09,P7165905,135.694,,2018-06-29 19:29,P7165783,137.552
2018-07-06 1:33,P7165906,136.673,,2018-06-29 19:50,P7165784,137.66
2018-07-06 1:56,P7165907,134.341,,2018-06-29 20:10,P7165785,133.219
2018-07-06 2:19,P7165908,135.335,,2018-06-29 20:30,P7163088,136.847
2018-07-06 2:42,P7165909,136.312,,2018-06-29 20:50,P7163089,137.295
2018-07-06 3:05,P7165910,136.961,,2018-06-29 21:11,P7163090,138.364
2018-07-06 3:28,P7165911,136.642,,2018-06-29 21:31,P7163091,142.017
2018-07-06 3:51,P7165912,136.185,,2018-06-29 21:52,P7163092,140.041
2018-07-06 4:14,P7165913,135.175,,2018-06-29 22:12,P7163093,140.596
2018-07-06 4:36,P7165914,136.149,,2018-06-29 22:32,P7163094,139.363
2018-07-06 5:00,P7165915,137.07,,2018-06-29 22:52,P7163095,140.38
2018-07-06 5:23,P7165916,138.027,,2018-07-02 14:32,P7165970,138.144
2018-07-06 5:47,P7165917,136.536,,2018-07-02 14:52,P7165971,138.951
2018-07-06 6:09,P7165918,134.904,,2018-07-02 15:12,P7165972,138.844
2018-07-06 6:32,P7165919,137.518,,2018-07-02 15:32,P7165973,139.27
2018-07-06 6:58,P7165920,137.322,,2018-07-02 15:52,P7165974,137.503
2018-07-07 5:48,P7165921,135.413,,2018-07-04 22:54,P7165994,136.377
2018-07-07 6:11,P7165922,136.549,,2018-07-04 23:17,P7165995,137.166
2018-07-07 6:34,P7165923,138.331,,2018-07-04 23:39,P7165996,137.734
2018-07-07 6:57,P7165924,137.904,,2018-07-05 0:01,P7165997,136.16
2018-07-07 7:23,P7165925,137.48,,2018-07-05 0:23,P7165998,136.07
2018-07-07 7:46,P7165926,137.743,,2018-07-05 0:45,P7165999,135.006
2018-07-07 8:09,P7165927,136.658,,2018-07-05 1:06,P7166000,136.426
2018-07-07 8:32,P7165928,136.98,,2018-07-05 1:28,P7163056,136.788
2018-07-07 8:56,P7165929,137.396,,2018-07-05 1:51,P7163057,139.581
2018-07-07 9:19,P7165930,135.514,,2018-07-05 2:13,P7163058,141.03
2018-07-07 9:42,P7165931,136.658,,2018-07-05 2:36,P7163059,138.062
2018-07-07 10:06,P7165932,136.688,,2018-07-05 2:59,P7163060,136.821
2018-07-07 10:29,P7165933,136.933,,2018-07-05 3:21,P7163061,139.705
2018-07-07 10:53,P7165934,135.526,,2018-07-05 3:44,P7163062,142.795
2018-07-07 11:15,P7165935,136.367,,2018-07-05 4:07,P7163063,138.75
2018-07-07 11:39,P7165936,136.895,,2018-07-05 4:29,P7163064,139.624
2018-07-07 12:01,P7165937,135.532,,2018-07-05 4:53,P7163065,141.13
2018-07-07 12:24,P7165938,136.491,,2018-07-05 5:15,P7163066,140.189
2018-07-07 12:46,P7165939,135.294,,2018-07-05 5:37,P7163067,141.207
2018-07-07 13:09,P7165940,135.961,,2018-07-05 6:00,P7163068,141.61
2018-07-07 13:32,P7165941,135.787,,2018-07-05 6:24,P7163069,138.861
2018-07-07 13:57,P7165942,135.545,,2018-07-05 6:48,P7163070,139.645
2018-07-07 14:20,P7165943,136.998,,2018-07-05 7:10,P7163071,140.726
2018-07-07 14:42,P7165944,136.623,,2018-07-05 7:32,7S18448,158.207
2018-07-07 15:04,P7165945,135.479,,2018-07-05 7:55,7S18449,161.03
2018-07-07 15:26,P7165946,136.771,,2018-07-05 8:18,7S18450,159.948
2018-07-07 15:48,P7165947,137.554,,2018-07-05 8:40,P7163051,138.794
2018-07-07 16:11,P7165948,137.833,,2018-07-05 9:02,P7163052,138.776
2018-07-07 16:33,P7165949,137.686,,2018-07-05 9:24,P7163053,139.257
2018-07-07 16:56,P7165950,136.745,,2018-07-05 9:46,P7163054,138.951
2018-07-07 17:18,P7164601,136.707,,2018-07-05 10:09,P7163055,140.039
2018-07-07 17:40,P7164602,136.953,,2018-07-05 10:32,P7165786,132.996
2018-07-07 18:02,P7164603,134.802,,2018-07-05 10:53,P7165787,134.755
2018-07-07 18:25,P7164604,133.851,,2018-07-05 11:17,P7165788,133.817
2018-07-07 18:47,P7164605,133.949,,2018-07-05 11:40,P7165789,133.716
2018-07-07 19:09,P7164606,139.425,,2018-07-05 12:02,P7165790,134.458
2018-07-07 19:31,P7164607,139.166,,2018-07-05 12:23,P7165791,132.247
2018-07-07 19:52,P7164608,137.569,,2018-07-05 12:45,P7165792,133.295
2018-07-07 20:14,P7164609,137.1,,2018-07-05 13:08,P7165793,132.652
2018-07-07 20:39,P7164610,135.578,,2018-07-05 14:42,P7162459,137.12
2018-07-07 21:01,P7164611,133.633,,2018-07-05 15:04,P7162460,138.212
2018-07-07 21:23,P7164612,133.768,,2018-07-05 15:26,P7162461,138.183
2018-07-07 21:47,P7164613,132.713,,2018-07-05 15:48,P7162462,138.379
2018-07-07 22:10,P7164614,132.996,,2018-07-05 16:09,P7162463,137.491
2018-07-07 22:32,P7164615,135.433,,2018-07-05 16:31,P7162464,139.171
2018-07-07 22:54,P7164616,134.983,,2018-07-05 16:54,P7162465,139.342
2018-07-07 23:16,P7164617,137.592,,2018-07-05 17:17,P7162466,135.58
2018-07-07 23:38,P7164618,136.514,,2018-07-05 17:42,P7162451,137.71
2018-07-08 0:01,P7164619,134.988,,2018-07-05 18:04,P7162452,138.923
2018-07-08 0:24,P7164620,137.593,,2018-07-05 18:26,P7162453,138.555
2018-07-08 0:48,P7164621,136.865,,2018-07-05 18:48,P7162454,140.309
2018-07-08 1:12,P7164622,136.505,,2018-07-05 19:10,P7162455,139.672
2018-07-08 1:34,P7164623,136.637,,2018-07-05 19:32,P7162456,138.864
2018-07-08 1:56,P7164624,134.108,,2018-07-05 19:55,P7162457,137.769
2018-07-08 2:18,P7164625,134.537,,2018-07-05 20:17,P7162458,137.955
2018-07-08 2:40,P7164626,141.804,,2018-07-05 20:39,P7162457,136.837
2018-07-08 3:04,P7164627,135.958,,2018-07-05 21:01,P7162458,137.609
2018-07-08 3:26,P7164628,134.881,,2018-07-05 21:24,P7162459,138.485
2018-07-08 3:50,P7164629,135.462,,2018-07-05 21:46,P7162460,138.263
2018-07-08 4:13,P7164630,135.419,,2018-07-05 22:08,P7162461,137.487
2018-07-08 4:36,P7164631,135.459,,2018-07-05 22:31,P7162462,138.102
2018-07-08 5:00,P7164632,134.094,,2018-07-05 22:55,P7162463,136.786
2018-07-08 5:24,P7164633,134.727,,2018-07-05 23:16,P7162464,135.982
2018-07-08 5:48,P7164634,131.648,,2018-07-06 18:21,P7165980,137.023
2018-07-08 6:12,P7164635,133.63,,2018-07-06 18:44,P7165981,136.384
2018-07-08 6:36,P7164636,132.397,,2018-07-06 19:07,P7165982,137.595
2018-07-08 6:59,P7164637,134.346,,2018-07-06 19:29,P7165983,137.496
2018-07-08 7:23,P7164638,134.083,,2018-07-06 19:51,P7165984,135.704
2018-07-08 7:45,P7164639,139.076,,2018-07-06 20:15,P7165985,135.556
2018-07-08 8:09,P7164640,139.834,,2018-07-06 20:38,P7165986,137.978
2018-07-08 8:33,P7164641,140.981,,2018-07-06 21:02,P7163402,140.003
2018-07-10 10:05,P7164642,138.796,,2018-07-06 21:26,P7165762,134.804
2018-07-10 10:25,P7164643,137.115,,2018-07-06 21:49,P7165763,138.154
2018-07-10 10:45,P7164644,138.933,,2018-07-06 22:11,P7165764,136.853
2018-07-10 11:05,P7164645,138.063,,2018-07-06 22:33,P7165765,138.368
2018-07-10 11:26,P7164646,141.262,,2018-07-06 22:55,P7165766,139.33
2018-07-10 11:46,P7164647,141.245,,2018-07-06 23:17,P7165767,139.112
2018-07-10 12:06,P7164648,141.743,,2018-07-06 23:39,P7165768,138.077
2018-07-10 12:26,P7164649,139.854,,2018-07-07 0:01,P7165769,135.147
2018-07-10 12:47,P7164650,140.138,,2018-07-07 0:24,P7165962,135.037
2018-07-11 0:20,P7164401,142.627,,2018-07-07 0:48,P7165963,134.796
2018-07-11 0:40,P7164402,143.305,,2018-07-07 1:12,P7165964,136.19
2018-07-11 1:01,P7164403,139.364,,2018-07-07 1:35,P7165965,136.233
2018-07-11 1:21,P7164404,136.755,,2018-07-07 1:57,P7165966,137.829
2018-07-11 1:41,P7164405,138.308,,2018-07-07 2:20,P7165967,136.489
2018-07-11 2:02,P7164406,137.637,,2018-07-07 2:43,P7165968,137.809
2018-07-11 2:22,P7164407,136.574,,2018-07-07 3:06,P7165954,137.966
2018-07-11 2:43,P7164408,137.263,,2018-07-07 3:29,P7165955,136.968
2018-07-11 3:03,P7164409,134.244,,2018-07-07 3:51,P7165956,138.026
2018-07-11 3:23,P7164410,133.13,,2018-07-07 4:14,P7165957,136.833
2018-07-11 3:43,P7164411,131.114,,2018-07-07 4:37,P7165958,136.065
2018-07-11 4:03,P7164412,131.918,,2018-07-07 5:00,P7165959,136.955
2018-07-11 4:24,P7164413,133.772,,2018-07-07 5:23,P7165960,137.094
2018-07-11 4:45,P7164414,142.479,,2018-07-10 13:07,P7162475,137.014
2018-07-11 5:07,P7164415,142.189,,2018-07-10 13:27,P7162476,136.491
2018-07-11 5:27,P7164416,142.78,,2018-07-10 13:47,P7162477,136.062
2018-07-11 5:47,P7164417,139.181,,2018-07-10 14:08,P7162478,139.695
2018-07-11 6:08,P7164418,142.274,,2018-07-10 14:28,P7162479,138.453
2018-07-11 6:28,P7164419,140.754,,2018-07-10 14:49,P7162480,140.493
2018-07-11 6:49,P7164420,140.003,,2018-07-10 15:09,P7162481,139.154
2018-07-11 7:09,P7164421,142.939,,2018-07-10 15:29,P7162482,137.49
2018-07-11 7:29,P7164422,139.392,,2018-07-10 15:49,P7162483,137.997
2018-07-11 7:50,P7164423,141.738,,2018-07-10 16:12,P7162484,136.32
2018-07-11 8:10,P7164424,144.627,,2018-07-10 16:32,P7162485,141.342
2018-07-11 8:30,P7164425,143.659,,2018-07-10 16:52,P7162486,137.225
2018-07-11 8:50,P7164426,137.399,,2018-07-10 17:12,P7162487,141.389
2018-07-11 9:11,P7164427,136.527,,2018-07-10 17:32,P7162488,137.865
2018-07-11 9:31,P7164428,140.522,,2018-07-10 17:53,P7162489,139.69
2018-07-11 9:52,P7164429,144.562,,2018-07-10 18:13,P7162490,140.29
2018-07-11 10:12,P7164430,140.065,,2018-07-10 18:33,P7162491,139.58
2018-07-11 10:32,P7164431,142.412,,2018-07-10 18:53,P7162492,136.333
2018-07-11 10:53,P7164432,142.373,,2018-07-10 19:14,P7162493,136.284
2018-07-11 11:13,P7164433,141.616,,2018-07-10 19:34,P7162494,136.994
2018-07-11 11:36,P7164434,140.054,,2018-07-10 19:54,P7162495,137.458
2018-07-11 11:56,P7164435,140.562,,2018-07-10 20:15,P7162496,138.615
2018-07-11 12:16,P7164436,142.752,,2018-07-10 20:35,P7162497,137.966
2018-07-11 12:37,P7164437,141.093,,2018-07-10 20:55,P7162498,137.419
2018-07-11 12:57,P7164438,141.142,,2018-07-10 21:15,P7162791,141.297
2018-07-11 13:17,P7164439,140.31,,2018-07-10 21:36,P7162792,140.071
2018-07-11 13:37,P7164440,142.547,,2018-07-10 21:56,P7162793,140.512
2018-07-11 13:58,P7164441,137.724,,2018-07-10 22:16,P7162794,139.621
2018-07-11 14:18,P7164442,138.704,,2018-07-10 22:39,P7162795,140.792
2018-07-11 14:38,P7164443,137.356,,2018-07-10 22:59,P7162796,139.617
2018-07-11 14:58,P7164444,137.253,,2018-07-10 23:19,P7162797,138.673
2018-07-11 15:19,P7164445,137.818,,2018-07-10 23:39,P7162798,138.311
2018-07-11 15:39,P7164446,136.86,,2018-07-11 0:00,P7162799,142.426
2018-07-11 15:59,P7164447,135.639,,2018-07-12 14:42,P7165961,137.239
2018-07-11 16:19,P7164448,139.953,,2018-07-12 15:02,P7165969,138.423
2018-07-11 16:39,P7164449,137.201,,2018-07-12 15:22,P7165975,138.366
2018-07-11 16:59,P7164450,136.288,,2018-07-12 15:42,P7165976,136.531
2018-07-13 17:55,P7163480,137.637,,2018-07-12 16:02,P7165977,135.139
2018-07-13 23:21,P7165851,138.132,,2018-07-12 16:22,P7165978,136.89
2018-07-13 23:41,P7165852,138.777,,2018-07-12 16:43,P7165979,137.828
2018-07-14 0:01,P7165853,136.785,,2018-07-12 17:03,P7163401,139.421
2018-07-14 0:21,P7165854,135.864,,2018-07-12 17:23,P7165987,135.334
2018-07-14 0:41,P7165855,136.156,,2018-07-12 17:44,P7165988,136.087
2018-07-14 1:01,P7165856,135.425,,2018-07-12 18:04,P7165989,136.624
2018-07-14 1:22,P7165857,136.206,,2018-07-12 18:24,P7165990,136.644
2018-07-14 1:42,P7165858,135.483,,2018-07-12 18:45,P7165991,136.75
2018-07-14 2:02,P7165859,135.538,,2018-07-12 19:05,P7165992,136.5
2018-07-14 2:22,P7165860,137.929,,2018-07-12 19:25,P7165993,136.617
2018-07-14 2:42,P7165861,139.944,,2018-07-12 19:46,P7163403,139.633
2018-07-14 3:02,P7165862,138.453,,2018-07-12 20:06,P7162800,143.296
2018-07-14 3:23,P7165863,138.01,,2018-07-12 20:26,P7162601,138.876
2018-07-14 3:43,P7165864,138.197,,2018-07-12 20:47,P7162602,140.07
2018-07-14 4:03,P7165865,137.761,,2018-07-12 21:09,P7162603,138.726
2018-07-14 4:23,P7165866,138.011,,2018-07-12 21:29,P7162604,140.646
2018-07-14 4:43,P7165867,139.284,,2018-07-12 21:49,P7162635,142.368
2018-07-14 5:05,P7165868,138.451,,2018-07-12 22:09,P7162636,142.817
2018-07-14 5:26,P7165869,137.076,,2018-07-12 22:30,P7162637,142.751
2018-07-14 5:46,P7165870,136.318,,2018-07-12 22:50,P7162642,138.541
2018-07-14 6:06,P7165871,134.975,,2018-07-12 23:10,P7163404,140.897
2018-07-14 6:26,P7165872,135.698,,2018-07-12 23:30,P7163405,135.499
2018-07-14 6:46,P7165873,139.221,,2018-07-12 23:50,P7163406,135.994
2018-07-14 7:06,P7165874,138.865,,2018-07-13 0:11,P7163407,135.285
2018-07-14 7:27,P7165875,137.443,,2018-07-13 0:31,P7163408,134.493
2018-07-14 7:47,P7165876,134.078,,2018-07-13 0:51,P7163409,136.635
2018-07-14 8:08,P7165877,136.149,,2018-07-13 1:11,P7163410,136.466
2018-07-14 8:28,P7165878,139.561,,2018-07-13 1:31,P7163411,136.896
2018-07-14 8:48,P7165879,140.209,,2018-07-13 16:13,P7164628,134.912
2018-07-14 9:08,P7165880,138.036,,2018-07-13 16:33,P7164629,135.772
2018-07-14 9:28,P7165881,137.503,,2018-07-13 16:54,P7164630,136.036
2018-07-14 9:48,P7165882,137.31,,2018-07-13 17:14,P7164631,135.716
2018-07-14 10:09,P7165883,136.705,,2018-07-13 17:35,P7164632,134.562
2018-07-14 10:29,P7165884,138.481,,2018-07-13 18:15,P7163481,141.294
2018-07-14 10:49,P7165885,136.444,,2018-07-13 18:36,P7163482,142.02
2018-07-14 11:09,P7165886,136.826,,2018-07-13 18:56,P7163483,141.187
2018-07-14 11:31,P7165887,136.274,,2018-07-13 19:16,P7163484,141.602
2018-07-14 11:52,P7165888,136.082,,2018-07-13 19:36,P7163485,141.269
2018-07-14 12:12,P7165889,135.422,,2018-07-13 19:56,P7163486,142.399
2018-07-14 12:32,P7165890,137.812,,2018-07-13 20:16,P7163487,141.542
2018-07-14 12:52,P7165891,137.452,,2018-07-13 20:37,P7163488,136.798
2018-07-14 13:12,P7165892,135.131,,2018-07-13 20:57,P7163489,138.182
2018-07-14 13:32,P7165893,138.564,,2018-07-13 21:17,P7163490,137.251
2018-07-14 13:53,P7165894,135.314,,2018-07-13 21:37,P7163491,139.324
2018-07-14 14:13,P7165895,136.242,,2018-07-13 21:58,P7163492,136.563
2018-07-14 14:33,P7165896,138.66,,2018-07-13 22:18,P7163493,138.21
2018-07-14 14:54,P7165897,135.271,,2018-07-13 22:40,P7163494,138.385
2018-07-14 15:14,P7165898,135.451,,2018-07-13 23:00,P7163495,140.693
2018-07-14 15:35,P7165899,136.515,,2018-07-18 20:06,P7162762,136.122
2018-07-14 15:55,P7165900,135.266,,2018-07-18 20:26,P7162763,136.98
2018-07-14 16:15,P7162301,138.303,,2018-07-18 20:47,P7162764,138.027
2018-07-14 16:35,P7162302,138.264,,2018-07-18 21:07,P7162765,139.106
2018-07-14 16:56,P7162303,139.965,,2018-07-18 21:28,P7162766,138.815
2018-07-14 17:16,P7162304,138.594,,2018-07-18 21:48,P7162767,139.098
2018-07-14 17:36,P7162305,140.308,,2018-07-18 22:08,P7162768,136.987
2018-07-14 17:59,P7162306,140.187,,2018-07-18 22:28,P7162769,139.228
2018-07-14 18:19,P7162307,136.026,,2018-07-18 22:50,P7163496,139.455
2018-07-14 18:39,P7162308,137.535,,2018-07-18 23:11,P7163497,137.737
2018-07-14 18:59,P7162309,136.067,,2018-07-18 23:31,P7163498,140.567
2018-07-14 19:20,P7162310,136.395,,2018-07-18 23:51,P7163499,142.288
2018-07-14 19:40,P7162311,135.437,,2018-07-19 0:11,P7163500,140.877
2018-07-14 20:00,P7162312,138.048,,2018-07-19 0:31,P7162751,137.104
2018-07-14 20:20,P7162313,138.312,,2018-07-19 0:52,P7162752,138.843
2018-07-14 20:41,P7162314,138.082,,2018-07-19 1:12,P7162753,138.063
2018-07-14 21:01,P7162315,138.737,,2018-07-19 1:32,P7162754,137.788
2018-07-14 21:21,P7162316,140.921,,2018-07-19 1:52,P7162755,137.325
2018-07-14 21:42,P7162317,139.983,,2018-07-19 2:12,P7162756,138.508
2018-07-14 22:02,P7162318,140.975,,2018-07-19 2:32,P7162757,137.349
2018-07-14 22:22,P7162319,139.484,,2018-07-19 2:52,P7162758,137.557
2018-07-14 22:42,P7162320,136.916,,2018-07-19 3:13,P7162759,139.061
2018-07-14 23:03,P7162321,140.881,,2018-07-19 3:33,P7162760,137.892
2018-07-14 23:23,P7162322,141.749,,2018-07-19 3:53,P7162761,138.947
2018-07-14 23:43,P7162323,141.661,,2018-07-19 8:19,P7163429,137.512
2018-07-15 0:03,P7162324,141.117,,2018-07-19 8:39,P7163430,138.332
2018-07-15 0:26,P7162325,137.889,,2018-07-19 9:00,P7165921,135.449
2018-07-15 0:46,P7162326,136.321,,2018-07-19 9:20,P7165923,138.752
2018-07-15 1:06,P7162327,136.57,,2018-07-19 9:41,P7165925,137.887
2018-07-15 1:26,P7162328,137.502,,2018-07-19 10:01,P7165927,137.203
2018-07-15 1:47,P7162329,137.352,,2018-07-19 10:21,P7162643,136.863
2018-07-15 2:07,P7162330,136.69,,2018-07-19 10:42,P7162644,137.566
2018-07-15 2:27,P7162331,136.296,,2018-07-19 11:02,P7162645,136.936
2018-07-15 2:48,P7162332,140.982,,2018-07-20 2:41,P7164421,142.954
2018-07-15 3:08,P7162333,141.151,,2018-07-20 3:02,P7164422,139.799
2018-07-15 3:28,P7162334,141.626,,2018-07-20 3:22,P7164423,142.318
2018-07-15 3:48,P7162335,141.012,,2018-07-20 3:42,P7164424,145.169
2018-07-15 4:09,P7162336,137.126,,2018-07-20 4:02,P7164425,144.334
2018-07-15 4:29,P7162337,137.413,,2018-07-20 4:22,P7162646,135.573
2018-07-15 4:49,P7162338,137.274,,2018-07-20 4:43,P7162647,133.385
2018-07-15 5:09,P7162339,137.129,,2018-07-20 5:03,P7162648,134.574
2018-07-15 5:29,P7162340,137.98,,2018-07-20 5:23,P7162649,135.563
2018-07-15 5:50,P7162341,137.604,,2018-07-20 5:43,P7162650,132.154
2018-07-15 6:10,P7162342,138.021,,2018-07-20 6:04,P7164601,137.035
2018-07-15 6:30,P7162343,137.639,,2018-07-20 6:24,P7164602,137.258
2018-07-15 6:52,P7162344,137.673,,2018-07-20 6:44,P7164603,135.29
2018-07-15 7:12,P7162345,136.039,,2018-07-20 7:06,P7164604,133.873
2018-07-15 7:33,P7162346,137.505,,2018-07-20 7:27,P7164605,134.35
2018-07-15 7:53,P7162347,136.063,,2018-07-20 7:47,P7164606,139.69
2018-07-15 8:13,P7162348,137.448,,2018-07-20 8:07,P7164607,139.375
2018-07-15 8:33,P7162349,138.567,,2018-07-20 8:27,P7164608,137.854
2018-07-15 8:54,P7162350,137.122,,2018-07-20 8:47,P7164609,137.416
2018-07-18 9:56,P7164451,133.262,,2018-07-20 9:07,P7164610,135.861
2018-07-18 10:16,P7164452,133.693,,2018-07-20 9:28,P7164611,134.127
2018-07-18 10:37,P7164453,143.51,,2018-07-20 9:48,P7162770,136.469
2018-07-18 10:57,P7164454,145.145,,2018-07-20 10:08,P7162771,137.72
2018-07-18 11:18,P7164455,143.743,,2018-07-20 10:28,P7162772,136.086
2018-07-18 11:38,P7164456,143.158,,2018-07-20 10:48,P7162773,137.712
2018-07-18 11:58,P7164457,145.322,,2018-07-20 11:08,P7162774,138.214
2018-07-18 12:18,P7164458,144.466,,2018-07-20 11:29,P7162775,138.387
2018-07-18 12:38,P7164459,143.277,,2018-07-20 11:49,P7162776,142.254
2018-07-18 12:58,P7164460,141.724,,2018-07-20 12:09,P7162777,134.841
2018-07-18 13:18,P7164461,141.739,,2018-07-21 5:27,P7162625,138.829
2018-07-18 13:38,P7164462,140.931,,2018-07-21 5:47,P7162626,135.319
2018-07-18 13:59,P7164463,141.779,,2018-07-21 6:07,P7162627,138.263
2018-07-18 14:19,P7164464,141.486,,2018-07-21 6:29,P7162628,137.644
2018-07-18 14:39,P7164465,145.692,,2018-07-21 6:50,P7162629,136.85
2018-07-18 15:00,P7164466,140.409,,2018-07-21 7:10,P7162630,140.699
2018-07-18 15:20,P7164467,140.538,,2018-07-21 7:30,P7162631,139.979
2018-07-18 15:40,P7164468,136.385,,2018-07-21 7:50,P7162632,141.647
2018-07-18 16:01,P7164469,139.654,,2018-07-21 8:10,P7164612,133.784
2018-07-18 16:23,P7164470,137.564,,2018-07-21 8:31,P7164613,133.083
2018-07-18 16:43,P7164471,138.669,,2018-07-21 8:51,P7164614,133.245
2018-07-18 17:03,P7164472,138.131,,2018-07-21 9:11,P7164615,135.703
2018-07-18 17:24,P7164473,135.498,,2018-07-21 9:32,P7164616,135.355
2018-07-18 17:44,P7164474,133.568,,2018-07-21 9:52,P7164617,138.002
2018-07-18 18:04,P7164475,135.297,,2018-07-21 10:12,P7164618,137.009
2018-07-18 18:25,P7164476,140.482,,2018-07-21 10:33,P7164619,135.598
2018-07-18 18:45,P7164477,141.438,,2018-07-21 10:53,P7162780,140.486
2018-07-18 19:06,P7164478,139.393,,2018-07-21 11:14,P7162781,140.107
2018-07-18 19:26,P7164479,141.942,,2018-07-21 11:34,P7162782,139.58
2018-07-18 19:46,P7164480,143.492,,2018-07-21 11:55,P7162783,136.849
2018-07-19 4:13,P7163436,137.047,,2018-07-22 8:24,P7162784,138.368
2018-07-19 4:34,P7163437,138.82,,2018-07-22 8:47,P7162785,138.856
2018-07-19 4:54,P7163438,136.919,,2018-07-22 9:08,P7162786,139.397
2018-07-19 5:17,P7163439,136.376,,2018-07-22 9:29,P7162788,138.763
2018-07-19 5:37,P7163440,138.368,,2018-07-22 9:51,P7162789,140.794
2018-07-19 5:57,P7163441,138.392,,2018-07-22 10:12,P7162790,139.943
2018-07-19 6:18,P7163442,138.807,,2018-07-22 10:33,P7162778,135.606
2018-07-19 6:38,P7163443,140.945,,2018-07-22 10:54,P7162779,140.64
2018-07-19 6:58,P7163444,137.909,,2018-07-22 11:15,P7162633,139.133
2018-07-19 7:18,P7163445,136.218,,2018-07-22 11:36,P7162634,140.285
2018-07-19 7:39,P7163446,136.558,,2018-07-22 11:57,P7162638,143.154
2018-07-19 7:59,P7163447,134.819,,2018-07-22 12:18,P7162639,143.002
2018-07-19 16:08,P7163448,136.577,,2018-07-22 12:39,P7162640,140.771
2018-07-19 16:28,P7163449,137.053,,2018-07-22 12:59,P7162641,137.966
2018-07-19 16:48,P7163450,139.624,,2018-07-22 13:21,P7164620,137.573
2018-07-19 17:09,P7163451,142.432,,2018-07-22 13:42,P7164621,137.171
2018-07-19 17:29,P7163452,140.004,,2018-07-22 14:02,P7164622,136.767
2018-07-19 17:49,P7163453,136.3,,2018-07-22 14:24,P7164623,136.917
2018-07-19 18:11,P7163454,136.899,,2018-07-22 14:45,P7164624,134.478
2018-07-19 18:31,P7163455,141.972,,2018-07-22 15:06,P7164625,134.921
2018-07-19 18:52,P7163456,140.138,,2018-07-22 15:29,P7164626,142.294
2018-07-19 19:12,P7163457,141.293,,2018-07-22 15:50,P7164627,136.584
2018-07-19 19:32,P7163458,139.466,,2018-07-23 14:56,P7162310,136.457
2018-07-19 19:53,P7163459,142.096,,2018-07-23 15:16,P7162311,135.935
2018-07-19 20:13,P7163460,142.224,,2018-07-23 19:22,P7162312,138.653
2018-07-19 20:34,P7163461,141.274,,2018-07-23 19:42,P7162313,138.698
2018-07-19 20:54,P7163462,139.429,,2018-07-23 20:04,P7162314,138.668
2018-07-19 21:15,P7163463,141.26,,2018-07-26 2:36,P7164633,134.769
2018-07-19 21:35,P7163464,139.163,,2018-07-26 2:57,P7164635,134.022
2018-07-19 21:56,P7163465,139.386,,2018-07-26 3:18,P7164637,134.676
2018-07-19 22:16,P7163466,139.76,,2018-07-26 3:39,P7164638,134.488
2018-07-19 22:36,P7163467,136.057,,2018-07-26 4:02,P7164639,139.764
2018-07-19 22:56,P7163468,138.827,,2018-07-26 4:23,P7164640,140.522
2018-07-19 23:17,P7163469,139.484,,2018-07-26 4:44,P7164641,141.637
2018-07-19 23:37,P7163471,136.71,,2018-07-26 5:05,P7164642,139.499
2018-07-19 23:57,P7163472,140.074,,2018-07-26 5:26,P7164643,137.141
2018-07-20 0:17,P7163473,141.218,,2018-07-26 5:47,P7164644,139.206
2018-07-20 0:40,P7163474,140.916,,2018-07-26 6:08,P7164645,138.353
2018-07-20 1:00,P7163475,141.01,,2018-07-26 6:29,P7164646,141.614
2018-07-20 1:20,P7163476,141.737,,2018-07-26 6:50,P7164647,141.886
2018-07-20 1:40,P7163477,141.273,,2018-07-26 7:10,P7164648,142.308
2018-07-20 2:00,P7163478,143.043,,2018-07-26 7:31,P7164649,140.391
2018-07-20 2:21,P7163479,140.902,,2018-07-26 7:52,P7164650,140.695
2018-07-20 17:36,P7164481,141.973,,2018-07-26 8:12,P7162315,138.758
2018-07-20 17:56,P7164482,140.381,,2018-07-26 8:34,P7162316,141.473
2018-07-20 18:16,P7164483,142.939,,2018-07-26 8:54,P7162317,140.708
2018-07-20 18:36,P7164484,142.759,,2018-07-26 9:16,P7162318,141.438
2018-07-20 18:57,P7164485,139.172,,2018-07-26 9:37,P7162319,140.139
