"Time.N","Assign_ID","Wgt.N"
"2018-05-22 13:07","7S18389",159.503
"2018-05-22 13:28","7S18390",158.5887
"2018-05-22 13:49","7S18391",158.4048
"2018-05-22 14:10","7S18392",159.3082
"2018-05-22 14:31","7S18393",158.6157
"2018-05-22 14:53","7S18394",158.1955
"2018-05-22 15:14","7S18395",159.6377
"2018-05-22 15:36","7S18396",157.509
"2018-05-22 15:58","7S18397",157.0665
"2018-05-22 16:19","7S18398",159.166
"2018-05-22 16:40","7S18399",158.81
"2018-05-22 17:01","7S18400",157.4322
"2018-05-23 10:51","6B29751",158.2628
"2018-05-23 11:13","6B29752",160.9288
"2018-05-23 11:34","6B29753",160.3152
"2018-05-23 11:56","6B29754",160.8688
"2018-05-23 12:17","6B29755",160.8515
"2018-05-23 12:39","6B29756",160.1087
"2018-05-23 12:59","6B29757",160.2373
"2018-05-24 8:12","7K16795",158.7248
"2018-05-24 8:33","7K16796",159.8945
"2018-05-24 8:55","7K16797",159.4937
"2018-05-24 9:17","7K16798",159.0373
"2018-05-24 9:37","7K16799",160.1083
"2018-05-24 9:58","7K16800",161.1022
"2018-05-24 18:17","6B29758",155.4858
"2018-05-24 18:38","6B29759",154.7055
"2018-05-24 19:01","6B29760",155.455
"2018-05-24 19:22","6B29761",151.3345
"2018-05-24 19:43","6B29762",152.9337
"2018-05-24 20:04","6B29763",153.0438
"2018-05-24 20:25","6B29764",156.5632
"2018-05-24 20:47","6B29765",156.5553
"2018-05-24 21:09","6B29766",157.7943
"2018-05-24 21:30","6B29767",156.743
"2018-05-24 21:51","6B29768",156.3987
"2018-05-24 22:12","6B29769",155.2043
"2018-05-24 22:32","6B29770",155.6202
"2018-05-24 22:53","6B29771",156.2033
"2018-05-24 23:14","6B29772",155.9993
"2018-05-24 23:35","6B29773",156.9308
"2018-05-24 23:56","6B29774",156.2312
"2018-05-25 0:18","6B29775",159.7657
"2018-05-25 0:38","6B29776",160.963
"2018-05-25 1:00","6B29777",161.3077
"2018-05-25 1:24","6B29778",164.284
"2018-05-25 1:44","6B29779",161.8033
"2018-05-25 2:05","6B29780",155.6548
"2018-05-25 2:27","6B29781",152.9047
"2018-05-25 2:48","6B29782",153.3835
"2018-05-25 3:10","6B29783",155.2322
"2018-05-25 3:30","6B29784",151.1465
"2018-05-25 3:51","6B29785",146.7852
"2018-05-25 4:13","6B29786",151.1787
"2018-05-25 4:34","6B29787",158.0255
"2018-05-25 4:55","6B29788",156.136
"2018-05-25 5:16","6B29789",157.2343
"2018-05-25 5:36","6B29790",152.7518
"2018-05-25 5:57","6B29791",158.3035
"2018-05-25 6:19","6B29792",159.0468
"2018-05-25 6:40","6B29793",160.0053
"2018-05-25 7:01","6B29794",159.649
"2018-05-25 7:22","6B29795",163.1512
"2018-05-25 7:45","6B29796",157.911
"2018-05-25 8:06","6B29797",154.6443
"2018-05-25 8:27","6B29798",161.6177
"2018-05-25 8:47","6B29799",163.3248
"2018-05-25 9:09","5J08451",151.709
"2018-05-25 9:31","5J08452",151.3202
"2018-05-25 9:52","5J08453",50.8705
"2018-05-25 10:13","5J08454",155.1803
"2018-05-25 10:34","5J08455",156.2063
"2018-05-25 19:02","5J08456",153.2268
"2018-05-25 19:22","5J08457",152.6203
"2018-05-25 19:46","5J08458",154.5243
"2018-05-25 20:08","5J08459",151.2267
"2018-05-25 20:31","5J08460",151.5233
"2018-05-25 20:53","5J08461",147.0035
"2018-05-25 21:13","5J08462",148.9808
"2018-05-25 21:33","5J08463",150.535
"2018-05-25 21:54","5J08464",150.8473
"2018-05-25 22:15","5J08465",151.157
"2018-05-25 22:36","5J08466",149.638
"2018-05-25 22:57","5J08467",149.1873
"2018-05-25 23:18","5J08468",152.2538
"2018-05-25 23:38","5J08469",151.2955
"2018-05-25 23:59","5J08470",150.9853
"2018-05-26 0:19","5J08471",150.6347
"2018-05-26 0:40","5J08472",149.2727
"2018-05-26 1:01","5J08473",149.2332
"2018-05-26 1:22","5J08474",148.7833
"2018-05-26 1:43","5J08475",157.1262
"2018-05-26 2:03","5J08476",154.7665
"2018-05-26 2:24","5J08477",154.5062
"2018-05-26 2:45","5J08478",153.8983
"2018-05-26 3:08","5J08479",155.5723
"2018-05-26 3:29","5J08480",157.5498
"2018-05-26 3:50","5J08481",156.6977
"2018-05-26 4:11","5J08482",155.7617
"2018-05-26 4:32","5J08483",157.0843
"2018-05-26 4:54","5J08484",156.0088
"2018-05-26 5:15","5J08485",153.52
"2018-05-26 5:36","5J08486",160.612
"2018-05-26 5:58","5J08487",153.1705
"2018-05-26 6:20","5J08488",159.8633
"2018-05-26 6:41","5J08489",156.5418
"2018-05-26 7:02","5J08490",158.219
"2018-05-26 7:24","5J08491",157.6745
"2018-05-26 7:45","5J08492",156.5468
"2018-05-26 8:05","5J08493",154.0338
"2018-05-26 8:26","5J08494",156.3845
"2018-05-26 8:46","5J08495",156.1332
"2018-05-26 9:08","5J08496",156.619
"2018-05-26 9:31","5J08497",156.3862
"2018-05-26 9:51","5J08498",156.4403
"2018-05-26 10:13","5J08499",158.5965
"2018-05-26 10:34","5J08500",158.7927
"2018-05-26 10:56","5J06251",154.8562
"2018-05-26 11:18","5J06252",153.4197
"2018-05-26 11:39","5J06253",154.3388
"2018-05-26 12:00","5J06254",154.713
"2018-05-28 9:38","5J06256",153.8772
"2018-05-28 9:59","5J06257",155.0662
"2018-05-28 10:21","5J06258",159.4878
"2018-05-28 10:41","5J06259",158.4382
"2018-05-28 11:02","5J06260",158.601
"2018-05-28 11:23","5J06261",159.5098
"2018-05-28 11:44","5J06262",159.9597
"2018-05-28 12:05","5J06263",150.041
"2018-05-28 12:26","5J06264",151.2788
"2018-05-28 12:47","5J06265",152.3422
"2018-05-28 13:08","5J06266",151.499
"2018-05-28 13:30","5J06267",151.1968
"2018-05-28 13:51","5J06268",155.39
"2018-05-28 14:12","5J06269",156.5008
"2018-05-28 14:33","5J06270",156.321
"2018-05-28 14:54","5J06271",156.6107
"2018-05-28 15:15","5J06272",155.1925
"2018-05-28 15:35","5J06273",156.2047
"2018-05-28 15:57","5J06274",155.8037
"2018-05-28 16:19","5J06275",155.8442
"2018-05-28 16:40","5J06276",155.4687
"2018-05-28 17:00","5J06277",157.8122
"2018-05-28 17:21","5J06278",156.3073
"2018-05-28 17:42","5J06279",156.5342
"2018-05-28 18:02","5J06280",157.3805
"2018-05-28 18:23","5J06281",157.5328
"2018-05-28 18:43","5J06282",159.7763
"2018-05-28 19:04","5J06283",158.9588
"2018-05-28 19:25","5J06284",159.1898
"2018-05-28 19:45","5J06285",158.283
"2018-05-28 20:06","5J06286",159.8152
"2018-05-28 20:27","5J06287",158.8623
"2018-05-28 20:48","5J06288",158.5923
"2018-05-28 21:09","5J06289",158.4745
"2018-05-28 21:30","5J06290",159.3717
"2018-05-28 21:51","5J06291",157.3925
"2018-05-28 22:11","5J06292",153.2507
"2018-05-28 22:34","5J06293",158.2493
"2018-05-28 22:55","5J06294",156.3402
"2018-05-28 23:16","5J06295",157.02
"2018-05-28 23:37","5J06296",152.2665
"2018-05-28 23:58","5J06297",153.9002
"2018-05-29 0:18","5J06298",156.6662
"2018-05-29 0:39","5J06299",153.1407
"2018-05-29 0:59","5J06300",153.4282
"2018-05-29 1:19","P7162951",137.515
"2018-05-29 1:40","P7162952",136.4733
"2018-05-29 2:01","P7162953",139.328
"2018-05-29 2:22","P7162954",137.4478
"2018-05-29 2:43","P7162955",138.9762
"2018-05-29 3:04","P7162956",138.405
"2018-05-29 3:25","P7162957",138.0128
"2018-05-29 3:46","P7162958",136.4228
"2018-05-29 4:06","P7162959",136.4143
"2018-05-29 4:27","P7162960",136.3042
"2018-05-29 4:48","P7162961",135.6012
"2018-05-29 5:10","P7162962",137.1433
"2018-05-29 5:31","P7162963",135.9752
"2018-05-29 5:53","P7162964",135.314
"2018-05-29 6:14","P7162965",138.4273
"2018-05-29 6:34","P7162966",138.248
"2018-05-29 6:55","P7162967",137.1777
"2018-05-29 7:16","P7162968",136.9475
"2018-05-29 7:37","P7162969",137.4525
"2018-05-29 7:59","P7162970",137.3672
"2018-05-29 8:19","P7162971",138.823
"2018-05-29 8:40","P7162972",136.8277
"2018-05-29 9:01","P7162973",138.4185
"2018-05-29 9:22","P7162974",139.094
"2018-05-29 9:43","P7162975",137.518
"2018-05-29 10:04","P7162976",137.2875
"2018-05-29 10:24","P7162977",136.0613
"2018-05-29 10:45","P7162978",138.3848
"2018-05-29 11:06","P7162979",137.8413
"2018-05-29 11:27","P7162980",138.0268
"2018-05-30 14:24","P7164351",136.26
"2018-05-30 14:44","P7164352",138.0302
"2018-05-30 15:05","P7164353",140.0437
"2018-05-30 15:26","P7164354",138.3662
"2018-05-30 15:47","P7164355",-0.009
"2018-05-30 16:08","P7164356",138.4492
"2018-05-30 16:28","P7164357",136.8877
"2018-05-30 16:49","P7164358",134.8333
"2018-05-30 17:10","P7164359",135.5297
"2018-05-30 17:30","P7164360",132.9533
"2018-05-30 17:51","P7164361",135.1697
"2018-05-30 18:12","P7164362",135.6277
"2018-05-30 18:33","P7164363",135.24
"2018-05-30 18:54","P7164364",132.6232
"2018-05-30 19:15","P7164365",133.57
"2018-05-30 19:35","P7164366",132.7012
"2018-05-30 19:57","P7164367",133.1215
"2018-05-30 20:17","P7164368",135.2243
"2018-05-30 20:40","P7164369",138.7583
"2018-05-30 21:01","P7164370",137.3887
"2018-05-30 21:23","P7164371",138.5208
"2018-05-30 21:44","P7164372",136.1992
"2018-05-30 22:05","P7164373",134.1002
"2018-05-30 22:27","P7164374",135.53
"2018-05-30 22:48","P7164375",137.0348
"2018-05-30 23:09","P7164376",137.7675
"2018-05-30 23:30","P7164377",141.2062
"2018-05-30 23:51","P7164378",134.4538
"2018-05-31 0:12","P7164379",135.1422
"2018-05-31 0:33","P7164380",135.0073
"2018-05-31 0:54","P7164381",136.4953
"2018-05-31 1:15","P7164382",140.6832
"2018-05-31 5:26","7S19369",159.2842
"2018-05-31 5:46","7S19370",160.7713
"2018-05-31 6:07","7S19371",158.4613
"2018-05-31 6:28","7S19372",161.2347
"2018-05-31 6:49","7S19373",158.0728
"2018-05-31 7:10","7S19374",160.5003
"2018-05-31 7:31","7S19375",158.2903
"2018-05-31 7:52","7S19376",158.0295
"2018-05-31 8:14","7S19377",157.9613
"2018-06-01 16:10","P7162981",137.7405
"2018-06-01 16:31","P7162982",139.0008
"2018-06-01 16:51","P7162983",134.9998
"2018-06-01 17:12","P7162984",136.9177
"2018-06-01 17:32","P7162985",136.1445
"2018-06-01 17:53","P7162986",137.7002
"2018-06-01 18:13","P7162987",137.5842
"2018-06-01 18:34","P7162988",138.2117
"2018-06-01 18:57","P7162989",137.3582
"2018-06-01 19:17","P7162990",137.6508
"2018-06-01 19:37","P7162991",139.2043
"2018-06-01 19:57","P7162992",137.356
"2018-06-01 20:17","P7162993",136.7217
"2018-06-01 20:37","P7162994",137.6618
"2018-06-01 20:57","P7162995",134.2115
"2018-06-01 21:18","P7162996",135.2053
"2018-06-01 21:39","P7162997",139.4367
"2018-06-01 21:59","P7162998",138.3313
"2018-06-01 22:20","P7162999",139.9712
"2018-06-01 22:40","P7163000",139.293
"2018-06-01 23:01","P7164383",140.3435
"2018-06-01 23:22","P7164384",138.9022
"2018-06-01 23:43","P7164385",139.077
"2018-06-02 0:04","P7164386",139.761
"2018-06-02 0:24","P7164387",140.0688
"2018-06-02 0:44","P7164388",140.1025
"2018-06-02 1:06","P7164389",139.987
"2018-06-02 1:28","P7164390",140.2167
"2018-06-02 1:49","P7164391",139.6697
"2018-06-02 2:09","P7164392",140.6612
"2018-06-02 2:30","P7164393",140.8348
"2018-06-02 2:51","P7164394",138.381
"2018-06-02 3:12","P7164395",136.0203
"2018-06-02 3:33","P7164396",139.413
"2018-06-02 3:53","P7164397",138.7115
"2018-06-02 4:14","P7164398",138.0957
"2018-06-02 4:35","P7164399",136.7008
"2018-06-02 4:57","P7164400",137.7807
"2018-06-02 5:17","P7163701",139.0437
"2018-06-02 5:38","P7163702",139.4167
"2018-06-02 5:58","P7163703",139.4172
"2018-06-02 6:19","P7163704",138.4708
"2018-06-02 6:40","P7163705",136.7005
"2018-06-02 7:00","P7163706",136.6372
"2018-06-02 7:22","P7163707",138.159
"2018-06-02 7:43","P7163708",136.8653
"2018-06-02 8:06","P7163709",136.019
"2018-06-02 8:27","P7163710",137.2005
"2018-06-02 8:49","P7163711",136.2933
"2018-06-02 9:11","P7163712",135.6867
"2018-06-02 9:32","P7163713",137.464
"2018-06-02 9:53","P7163714",136.6518
"2018-06-02 10:14","P7163715",136.4743
"2018-06-02 10:35","P7163716",136.3288
"2018-06-02 10:56","P7163717",136.3432
"2018-06-02 11:17","P7163718",139.4488
"2018-06-02 11:37","P7163719",137.9482
"2018-06-02 11:58","P7163720",138.062
"2018-06-02 12:19","P7163721",139.0042
"2018-06-02 12:40","P7163722",138.0653
"2018-06-02 13:00","P7163723",138.3585
"2018-06-02 13:21","P7163724",139.2025
"2018-06-02 13:42","P7163725",138.2395
"2018-06-02 14:03","P7163726",142.0657
"2018-06-02 14:23","P7163727",142.0018
"2018-06-02 14:46","P7163728",140.1377
"2018-06-02 15:06","P7163729",138.714
"2018-06-02 15:27","P7163730",139.2203
"2018-06-02 15:48","P7163731",139.989
"2018-06-02 16:08","P7163732",136.6692
"2018-06-02 16:29","P7163733",138.0047
"2018-06-02 16:50","P7163734",137.6935
"2018-06-02 17:10","P7163735",136.605
"2018-06-03 18:50","P7163736",140.1553
"2018-06-03 19:11","P7163737",142.7942
"2018-06-03 19:31","P7163738",142.8173
"2018-06-03 19:51","P7163739",141.132
"2018-06-03 20:11","P7163740",142.4532
"2018-06-03 20:32","P7163741",139.8025
"2018-06-03 20:52","P7163742",143.1488
"2018-06-03 21:12","P7163743",142.6648
"2018-06-03 21:32","P7163744",141.6242
"2018-06-03 21:53","P7163745",141.9598
"2018-06-03 22:13","P7163746",141.8092
"2018-06-03 22:33","P7163747",142.6777
"2018-06-03 22:54","P7163748",142.1663
"2018-06-03 23:14","P7163749",143.2083
"2018-06-03 23:34","P7163750",142.4343
"2018-06-03 23:55","P7163751",139.807
"2018-06-04 0:15","P7163752",137.0438
"2018-06-04 0:35","P7163753",137.7958
"2018-06-04 0:58","P7163754",142.2323
"2018-06-04 1:19","P7163755",139.5673
"2018-06-04 1:39","P7163756",141.7492
"2018-06-04 1:59","P7163757",142.8142
"2018-06-04 2:20","P7163758",141.3972
"2018-06-04 2:41","P7163759",139.5958
"2018-06-04 3:01","P7163760",141.1797
"2018-06-04 3:22","P7163761",137.937
"2018-06-04 3:43","P7163762",138.5805
"2018-06-04 4:03","P7163763",142.0062
"2018-06-04 4:23","P7163764",136.1465
"2018-06-04 4:44","P7163765",138.9157
"2018-06-04 5:04","P7163766",136.6863
"2018-06-04 5:25","P7163767",138.0577
"2018-06-04 5:46","P7163768",137.9048
"2018-06-04 6:07","P7163769",137.226
"2018-06-04 6:28","P7163770",138.0668
"2018-06-04 6:48","P7163771",138.9337
"2018-06-04 7:09","P7163772",138.946
"2018-06-04 7:32","P7163773",138.6647
"2018-06-04 7:53","P7163774",138.0642
"2018-06-04 8:14","P7163775",136.7877
"2018-06-04 8:34","P7163776",141.6628
"2018-06-04 8:55","P7163777",138.3672
"2018-06-04 9:16","P7163778",136.8957
"2018-06-04 9:37","P7163779",136.5927
"2018-06-04 9:58","P7163780",136.2063
"2018-06-04 10:18","P7163781",135.5072
"2018-06-04 10:39","P7163782",141.4777
"2018-06-04 11:00","P7163783",137.4985
"2018-06-04 11:20","P7163784",139.9105
"2018-06-04 11:41","P7163785",141.8912
"2018-06-04 12:02","P7163786",139.3208
"2018-06-04 12:22","P7163787",138.6455
"2018-06-04 12:43","P7163788",138.0048
"2018-06-04 13:03","P7163789",137.8175
"2018-06-04 13:23","P7163790",137.9545
"2018-06-05 15:23","P7163791",136.6117
"2018-06-05 15:43","P7163792",136.3828
"2018-06-05 16:03","P7163793",139.0488
"2018-06-05 16:26","P7163794",135.0755
"2018-06-05 16:46","P7163795",137.3213
"2018-06-05 17:06","P7163796",138.6762
"2018-06-05 17:26","P7163797",138.5818
"2018-06-05 17:47","P7163798",138.8195
"2018-06-05 18:07","P7163799",142.0668
"2018-06-05 18:28","P7163800",141.8585
"2018-06-05 18:48","6B29801",161.8578
"2018-06-05 19:09","6B29802",163.1852
"2018-06-05 19:29","6B29803",161.4643
"2018-06-05 19:50","6B29804",163.2462
"2018-06-05 20:11","6B29805",163.3567
"2018-06-05 20:31","6B29806",163.7028
"2018-06-05 20:52","6B29807",162.6762
"2018-06-05 21:13","6B29808",161.0162
"2018-06-05 21:33","6B29809",161.4812
"2018-06-05 21:54","6B29810",162.0263
"2018-06-05 22:15","6B29811",161.5133
"2018-06-05 22:35","6B29812",161.282
"2018-06-05 22:57","6B29813",162.7018
"2018-06-05 23:18","6B29814",159.8205
"2018-06-05 23:39","6B29815",160.2863
"2018-06-05 23:59","6B29816",160.345
"2018-06-06 0:20","6B29817",160.6305
"2018-06-06 0:40","6B29818",159.8662
"2018-06-06 1:01","6B29819",161.8278
"2018-06-06 1:22","6B29820",159.1552
"2018-06-06 1:42","6B29821",159.436
"2018-06-06 2:03","6B29822",159.3237
"2018-06-06 2:23","6B29823",160.5288
"2018-06-06 2:43","6B29824",159.4553
"2018-06-06 3:04","6B29825",158.842
"2018-06-06 3:25","6B29826",155.7782
"2018-06-06 3:45","6B29827",155.8095
"2018-06-06 4:06","6B29828",158.462
"2018-06-06 4:26","6B29829",158.025
"2018-06-06 4:47","6B29830",159.0648
"2018-06-06 5:08","6B29831",158.3277
"2018-06-06 5:31","6B29832",160.0593
"2018-06-06 5:51","6B29833",162.4558
"2018-06-06 6:11","6B29834",160.967
"2018-06-06 6:32","6B29835",160.8885
"2018-06-06 6:52","6B29836",160.4027
"2018-06-06 7:13","6B29837",156.622
"2018-06-06 7:35","6B29838",156.6003
"2018-06-06 7:55","6B29839",158.1302
"2018-06-06 8:17","6B29840",158.3628
"2018-06-06 8:37","6B29841",158.1178
"2018-06-06 8:58","6B29842",159.1595
"2018-06-06 9:19","6B29843",160.6552
"2018-06-06 9:40","6B29844",158.6413
"2018-06-06 10:01","6B29845",160.9522
"2018-06-06 10:21","6B29846",160.551
"2018-06-06 10:42","6B29847",161.4583
"2018-06-06 11:03","6B29848",159.5938
"2018-06-06 11:24","6B29849",159.8478
"2018-06-06 11:44","6B29850",159.5933
"2018-06-06 22:27","5J06255",155.2342
"2018-06-07 16:41","6B29001",155.1902
"2018-06-07 17:01","6B29002",161.0828
"2018-06-07 17:21","6B29003",156.5337
"2018-06-07 17:42","6B29004",156.4608
"2018-06-07 18:02","6B29005",157.0388
"2018-06-07 18:22","6B29006",157.1073
"2018-06-07 18:43","6B29007",157.8567
"2018-06-07 19:03","6B29008",164.1297
"2018-06-07 19:23","6B29009",157.3612
"2018-06-07 19:43","6B29010",158.2078
"2018-06-07 20:03","6B29011",157.5397
"2018-06-07 20:24","6B29012",157.7323
"2018-06-07 20:46","6B29013",157.6927
"2018-06-07 21:07","6B29014",157.2745
"2018-06-07 21:27","6B29015",156.7217
"2018-06-07 21:48","6B29016",157.6113
"2018-06-07 22:08","6B29017",158.7443
"2018-06-07 22:28","6B29018",158.5597
"2018-06-07 22:49","6B29019",157.9833
"2018-06-07 23:10","6B29020",157.1545
"2018-06-07 23:30","6B29021",157.1315
"2018-06-07 23:51","6B29022",155.7232
"2018-06-08 0:11","6B29023",156.8277
"2018-06-08 0:32","6B29024",156.8285
"2018-06-08 0:53","6B29025",158.0283
"2018-06-08 1:14","6B29026",158.19
"2018-06-08 1:34","6B29027",156.8885
"2018-06-08 1:55","6B29028",157.2977
"2018-06-08 2:16","6B29029",156.5317
"2018-06-08 2:37","6B29030",157.6492
"2018-06-08 2:58","6B29031",157.7602
"2018-06-08 3:21","6B29032",154.8467
"2018-06-08 3:42","6B29033",154.3297
"2018-06-08 4:03","6B29034",165.7458
"2018-06-08 4:24","6B29035",156.1145
"2018-06-08 4:44","6B29036",156.3408
"2018-06-08 5:05","6B29037",155.4247
"2018-06-08 5:26","6B29038",153.6613
"2018-06-08 5:47","6B29039",153.5935
"2018-06-08 6:07","6B29040",152.6577
"2018-06-08 6:28","6B29041",152.687
"2018-06-08 6:49","6B29042",152.9468
"2018-06-08 7:10","6B29043",153.6625
"2018-06-08 7:30","6B29044",152.5298
"2018-06-08 7:51","6B29045",153.4577
"2018-06-08 8:11","6B29046",156.3225
"2018-06-08 8:32","6B29047",153.7637
"2018-06-08 8:53","6B29048",153.2302
"2018-06-08 9:13","6B29049",151.564
"2018-06-08 9:34","6B29050",151.6462
"2018-06-09 13:18","6C01701",156.1665
"2018-06-09 13:38","6C01702",157.8968
"2018-06-09 13:58","6C01703",152.8725
"2018-06-09 14:19","6C01704",153.8837
"2018-06-09 14:40","6C01705",154.6628
"2018-06-09 15:00","6C01706",155.4742
"2018-06-09 15:20","6C01707",155.6585
"2018-06-09 15:41","6C01708",156.3643
"2018-06-09 16:01","6C01709",155.4608
"2018-06-09 16:21","6C01710",154.8945
"2018-06-09 16:42","6C01711",155.1797
"2018-06-09 17:02","6C01712",156.353
"2018-06-09 17:23","6C01713",155.162
"2018-06-09 17:43","6C01714",155.0668
"2018-06-09 18:04","6C01715",155.4643
"2018-06-09 18:24","6C01716",155.1127
"2018-06-09 18:47","6C01717",154.1798
"2018-06-09 19:07","6C01718",154.3982
"2018-06-09 19:27","6C01719",155.1747
"2018-06-09 19:47","6C01720",161.4028
"2018-06-09 20:08","6C01721",155.211
"2018-06-09 20:28","6C01722",154.99
"2018-06-09 20:49","6C01723",155.4113
"2018-06-09 21:10","6C01724",154.9398
"2018-06-09 21:30","6C01725",154.5398
"2018-06-09 21:51","6C01726",155.8402
"2018-06-09 22:11","6C01727",156.4792
"2018-06-09 22:32","6C01728",156.668
"2018-06-09 22:53","6C01729",156.3975
"2018-06-09 23:13","6C01730",162.3833
"2018-06-09 23:33","6C01731",156.0057
"2018-06-09 23:55","6C01732",164.574
"2018-06-10 0:15","6C01733",160.5877
"2018-06-10 0:37","6C01734",162.9415
"2018-06-10 0:57","6C01735",129.6565
"2018-06-10 1:20","6C01736",173.9497
"2018-06-10 1:40","6C01737",158.9913
"2018-06-10 2:01","6C01738",157.1632
"2018-06-10 2:21","6C01739",140.2463
"2018-06-10 2:42","6C01740",173.715
"2018-06-10 3:03","6C01741",174.7193
"2018-06-10 3:23","6C01742",162.545
"2018-06-10 3:43","6C01743",158.7308
"2018-06-10 4:03","6C01744",182.3368
"2018-06-10 4:24","6C01745",165.3312
"2018-06-10 4:45","6C01746",136.5273
"2018-06-10 5:06","6C01747",161.1913
"2018-06-10 5:26","6C01748",159.4255
"2018-06-10 5:47","6C01749",177.6593
"2018-06-10 6:07","6C01750",156.3578
"2018-06-10 6:28","7S18401",162.5417
"2018-06-10 6:49","7S18402",160.3693
"2018-06-10 7:11","7S18403",161.7838
"2018-06-10 7:31","7S18404",159.733
"2018-06-10 7:54","7S18405",160.4145
"2018-06-11 9:43","7S18406",160.1412
"2018-06-11 10:03","7S18407",160.0002
"2018-06-11 10:24","7S18408",159.3873
"2018-06-11 10:44","7S18409",159.2502
"2018-06-11 11:04","7S18410",159.2288
"2018-06-11 11:25","7S18411",159.4875
"2018-06-11 11:45","7S18412",158.1682
"2018-06-11 12:06","7S18413",160.3242
"2018-06-11 12:27","7S18414",160.5992
"2018-06-11 12:47","7S18415",161.1087
"2018-06-11 13:07","7S18416",158.2793
"2018-06-11 13:27","7S18417",157.9815
"2018-06-11 13:48","7S18418",158.1112
"2018-06-11 14:09","7S18419",158.2392
"2018-06-11 14:29","7S18420",157.3768
"2018-06-11 17:44","7S18421",158.3345
"2018-06-11 18:04","7S18422",158.1718
"2018-06-11 18:24","7S18423",158.2908
"2018-06-11 18:45","7S18425",157.1543
"2018-06-11 19:05","7S18426",159.38
"2018-06-11 19:25","7S18427",163.1562
"2018-06-11 19:46","7S18428",163.7565
"2018-06-11 20:07","7S18429",162.2037
"2018-06-11 20:27","7S18430",160.2278
"2018-06-11 20:48","7S18431",160.7078
"2018-06-11 21:08","7S18432",161.7807
"2018-06-11 21:29","7S18433",163.4222
"2018-06-11 21:50","7S18434",163.5853
"2018-06-11 22:11","7S18435",161.9927
"2018-06-11 22:31","7S18436",160.802
"2018-06-11 22:52","7S18437",159.9315
"2018-06-11 23:12","7S18438",158.9417
"2018-06-11 23:33","7S18439",159.0842
"2018-06-11 23:53","7S18440",161.786
"2018-06-12 0:16","7S18441",161.9168
"2018-06-12 0:36","7S18442",163.1795
"2018-06-12 0:57","7S18443",163.5542
"2018-06-12 1:18","7S18444",166.1602
"2018-06-12 1:40","7S18445",164.5218
"2018-06-12 2:00","7S18446",158.6823
"2018-06-12 2:21","7S18447",159.7225
"2018-06-12 2:42","7S18448",158.229
"2018-06-12 3:03","7S18449",160.5138
"2018-06-12 3:24","7S18450",159.5068
"2018-06-12 3:45","P7163051",138.3373
"2018-06-12 4:05","P7163052",138.3122
"2018-06-12 4:26","P7163053",138.5505
"2018-06-12 4:46","P7163054",138.1287
"2018-06-12 5:07","P7163055",139.342
"2018-06-12 5:27","P7163056",136.7787
"2018-06-12 5:49","P7163057",139.0438
"2018-06-12 6:09","P7163058",140.5725
"2018-06-12 6:30","P7163059",138.0548
"2018-06-12 6:53","P7163060",136.437
"2018-06-13 18:29","P7163061",139.2587
"2018-06-13 18:49","P7163062",142.1387
"2018-06-13 19:09","P7163063",138.0593
"2018-06-13 19:30","P7163064",139.6027
"2018-06-13 19:50","P7163065",140.6083
"2018-06-13 20:10","P7163066",139.7173
"2018-06-13 20:31","P7163067",140.7793
"2018-06-13 20:52","P7163068",141.1327
"2018-06-13 21:12","P7163069",138.2352
"2018-06-13 21:33","P7163070",139.0035
"2018-06-13 21:54","P7163071",140.1243
"2018-06-13 22:15","P7163072",137.7623
"2018-06-13 22:35","P7163073",140.3327
"2018-06-13 22:56","P7163074",138.6602
"2018-06-13 23:17","P7163075",137.1623
"2018-06-13 23:40","P7163076",137.5925
"2018-06-14 0:00","P7163077",137.7415
"2018-06-14 0:21","P7163078",137.3072
"2018-06-14 0:42","P7163079",137.946
"2018-06-14 1:02","P7163080",138.7727
"2018-06-14 1:22","P7163081",137.5728
"2018-06-14 1:43","P7163082",142.1897
"2018-06-14 2:04","P7163083",141.4772
"2018-06-14 2:24","P7163084",142.5743
"2018-06-14 2:45","P7163085",140.2512
"2018-06-14 3:06","P7163086",141.2203
"2018-06-14 3:28","P7163087",136.5727
"2018-06-14 3:48","P7163088",136.842
"2018-06-14 4:08","P7163089",136.4232
"2018-06-14 4:29","P7163090",137.484
"2018-06-14 4:50","P7163091",141.2608
"2018-06-14 5:10","P7163092",139.0865
"2018-06-14 5:30","P7163093",139.5648
"2018-06-14 5:50","P7163094",138.1988
"2018-06-14 6:13","P7163095",139.4183
"2018-06-14 6:33","P7163096",142.1463
"2018-06-14 6:54","P7163097",136.7507
"2018-06-14 7:15","P7163098",135.7415
"2018-06-14 7:35","P7163099",138.085
"2018-06-14 7:56","P7163100",139.879
"2018-06-14 8:17","P7165751",137.1783
"2018-06-14 8:38","P7165752",136.284
"2018-06-14 9:00","P7165753",134.7945
"2018-06-14 9:20","P7165754",136.1348
"2018-06-14 9:41","P7165755",136.9847
"2018-06-14 10:02","P7165756",135.787
"2018-06-14 10:23","P7165757",139.0188
"2018-06-14 10:43","P7165758",136.3225
"2018-06-14 11:03","P7165759",137.9495
"2018-06-14 11:24","P7165760",135.8203
"2018-06-14 11:45","P7165761",133.9363
"2018-06-14 12:07","P7165762",134.7802
"2018-06-14 12:28","P7165763",137.6897
"2018-06-14 12:50","P7165764",135.9778
